SiteCode,MT,MTLabel,MTGroup,DateOut,NetSTN,BillCustomerType
27,100,Refuse,REFUSE,2022-08-31,0.38,AR
27,100,Refuse,REFUSE,2022-08-31,1.46,AR
NG,200,Recycle,RECYCLE,2022-08-31,3.62,Reciprocal
27,200,Recycle,RECYCLE,2022-08-31,0.58,Reciprocal
27,100,Refuse,REFUSE,2022-08-31,4.36,AR
27,100,Refuse,REFUSE,2022-08-31,10.7,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,0.75,Reciprocal
NG,200,Recycle,RECYCLE,2022-08-31,3.51,Reciprocal
27,200,Recycle,RECYCLE,2022-08-31,3.18,Contained
NG,200,Recycle,RECYCLE,2022-08-31,3.4,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,2.34,Reciprocal
NG,200,Recycle,RECYCLE,2022-08-31,3.39,Reciprocal
27,300,Green,GREEN,2022-08-31,0.78,AR
27,200,Recycle,RECYCLE,2022-08-31,3.53,Contained
NG,100,Refuse,REFUSE,2022-08-31,0.57,AR
27,100,Refuse,REFUSE,2022-08-31,6.26,Other Dept
NG,200,Recycle,RECYCLE,2022-08-31,5.18,Reciprocal
27,300,Green,GREEN,2022-08-31,3.13,Contained
27,200,Recycle,RECYCLE,2022-08-31,1.21,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,0.58,AR
27,200,Recycle,RECYCLE,2022-08-31,3.18,Contained
27,200,Recycle,RECYCLE,2022-08-31,2.06,Contained
NG,100,Refuse,REFUSE,2022-08-31,1.86,Reciprocal
27,100,Refuse,REFUSE,2022-08-31,3.25,AR
27,100,Refuse,REFUSE,2022-08-31,12.48,Reciprocal
NG,200,Recycle,RECYCLE,2022-08-31,3.77,Reciprocal
27,300,Green,GREEN,2022-08-31,1.55,AR
27,300,Green,GREEN,2022-08-31,4.96,AR
NG,200,Recycle,RECYCLE,2022-08-31,3.53,Reciprocal
27,100,Refuse,REFUSE,2022-08-31,2.83,AR
27,200,Recycle,RECYCLE,2022-08-31,3.98,Contained
27,100,Refuse,REFUSE,2022-08-31,10.79,Contained
27,200,Recycle,RECYCLE,2022-08-31,3.8,Contained
27,200,Recycle,RECYCLE,2022-08-31,3.19,Contained
27,200,Recycle,RECYCLE,2022-08-31,5.17,Contained
27,100,Refuse,REFUSE,2022-08-31,9.7,Contained
27,100,Refuse,REFUSE,2022-08-31,0.41,AR
27,300,Green,GREEN,2022-08-31,3.59,Other Dept
27,100,Refuse,REFUSE,2022-08-31,10.34,Contained
NG,200,Recycle,RECYCLE,2022-08-31,3.79,Reciprocal
NG,200,Recycle,RECYCLE,2022-08-31,4.2,Reciprocal
NG,200,Recycle,RECYCLE,2022-08-31,3.83,Reciprocal
27,200,Recycle,RECYCLE,2022-08-31,4.5,Contained
27,302,Food,GREEN,2022-08-31,3.99,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,1.49,AR
27,100,Refuse,REFUSE,2022-08-31,1.03,Uncontained
27,100,Refuse,REFUSE,2022-08-31,8.11,Uncontained
27,200,Recycle,RECYCLE,2022-08-31,2.86,Contained
27,200,Recycle,RECYCLE,2022-08-31,7.01,Contained
27,200,Recycle,RECYCLE,2022-08-31,6.93,Contained
27,200,Recycle,RECYCLE,2022-08-31,1,Contained
27,200,Recycle,RECYCLE,2022-08-31,2.21,Contained
27,200,Recycle,RECYCLE,2022-08-31,3.28,Contained
27,100,Refuse,REFUSE,2022-08-31,8.7,Uncontained
27,200,Recycle,RECYCLE,2022-08-31,1.95,Contained
27,100,Refuse,REFUSE,2022-08-31,9.42,Uncontained
NG,100,Refuse,REFUSE,2022-08-31,2.4,AR
27,200,Recycle,RECYCLE,2022-08-31,3.26,Contained
27,100,Refuse,REFUSE,2022-08-31,10.73,Uncontained
27,100,Refuse,REFUSE,2022-08-31,4.37,Uncontained
27,100,Refuse,REFUSE,2022-08-31,1.13,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.64,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.33,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.5,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.36,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.14,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.24,Commercial
27,100,Refuse,REFUSE,2022-08-31,3.05,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.17,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.36,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.73,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.81,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.2,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.4,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.33,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.45,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.77,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.02,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.86,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.34,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.95,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.67,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.54,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.57,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.63,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.39,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.09,Non-Profit
NG,100,Refuse,REFUSE,2022-08-31,0.86,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.09,Residential
NG,100,Refuse,REFUSE,2022-08-31,0.53,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.86,Commercial
27,300,Green,GREEN,2022-08-31,0.42,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.95,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.14,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.42,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.29,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.21,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.62,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.08,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.27,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.5,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.07,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.51,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.89,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.2,Residential
NG,100,Refuse,REFUSE,2022-08-31,0.5,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.35,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.36,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.45,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.01,Commercial
NG,300,Green,GREEN,2022-08-31,1.19,Commercial
27,300,Green,GREEN,2022-08-31,1.44,Contained
NG,100,Refuse,REFUSE,2022-08-31,0.85,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.41,Commercial
27,100,Refuse,REFUSE,2022-08-31,3.66,Commercial
NG,100,Refuse,REFUSE,2022-08-31,7.91,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,0.43,Commercial
NG,100,Refuse,REFUSE,2022-08-31,8.5,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,0.86,Commercial
27,300,Green,GREEN,2022-08-31,0.74,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.66,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.46,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.61,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.43,Residential
NG,100,Refuse,REFUSE,2022-08-31,0.26,Commercial
NG,100,Refuse,REFUSE,2022-08-31,9.79,Reciprocal
27,100,Refuse,REFUSE,2022-08-31,0.57,Commercial
27,100,Refuse,REFUSE,2022-08-31,2.03,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.71,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.84,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.21,Commercial
NG,100,Refuse,REFUSE,2022-08-31,8.43,Contained
NG,300,Green,GREEN,2022-08-31,1.8,Commercial
27,200,Recycle,RECYCLE,2022-08-31,4.27,Contained
NG,100,Refuse,REFUSE,2022-08-31,9.6,Reciprocal
27,100,Refuse,REFUSE,2022-08-31,0.15,Residential
NG,100,Refuse,REFUSE,2022-08-31,3.15,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.65,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.29,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.7,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.36,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.12,Commercial
27,200,Recycle,RECYCLE,2022-08-31,5,Contained
NG,200,Recycle,RECYCLE,2022-08-31,3.24,Contained
27,100,Refuse,REFUSE,2022-08-31,0.81,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.45,Commercial
NG,100,Refuse,REFUSE,2022-08-31,11.57,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,1.11,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.52,Commercial
NG,100,Refuse,REFUSE,2022-08-31,5.4,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.85,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.27,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.34,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.57,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.5,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.17,Commercial
NG,100,Refuse,REFUSE,2022-08-31,3.86,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.08,Residential
NG,100,Refuse,REFUSE,2022-08-31,0.75,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.48,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.32,Commercial
NG,100,Refuse,REFUSE,2022-08-31,6.87,Reciprocal
NG,100,Refuse,REFUSE,2022-08-31,7.7,Reciprocal
NG,300,Green,GREEN,2022-08-31,1.66,Commercial
NG,300,Green,GREEN,2022-08-31,0.69,Commercial
27,100,Refuse,REFUSE,2022-08-31,10.58,Other Dept
NG,100,Refuse,REFUSE,2022-08-31,2.14,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.47,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.16,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.39,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.37,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.39,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.23,Commercial
NG,100,Refuse,REFUSE,2022-08-31,8.99,Contained
27,200,Recycle,RECYCLE,2022-08-31,3.08,Contained
27,100,Refuse,REFUSE,2022-08-31,0.28,Residential
27,100,Refuse,REFUSE,2022-08-31,9.29,Special Ops
NG,100,Refuse,REFUSE,2022-08-31,0.26,Residential
27,100,Refuse,REFUSE,2022-08-31,0.46,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.58,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.5,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.77,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.3,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.3,Residential
NG,100,Refuse,REFUSE,2022-08-31,0.74,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.18,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.79,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.68,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.61,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.9,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.9,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.48,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.46,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.28,Commercial
27,100,Refuse,REFUSE,2022-08-31,6.84,Other Dept
NG,100,Refuse,REFUSE,2022-08-31,0.32,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.29,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.89,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.27,Residential
NG,100,Refuse,REFUSE,2022-08-31,1.57,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.73,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.09,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.3,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.82,Commercial
NG,100,Refuse,REFUSE,2022-08-31,4.3,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.35,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.83,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.82,Residential
NG,100,Refuse,REFUSE,2022-08-31,3.71,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.46,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.25,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.74,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.39,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.43,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.67,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.15,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.36,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.92,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.92,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.04,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.47,Commercial
27,100,Refuse,REFUSE,2022-08-31,1.46,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.26,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.01,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.69,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.11,Commercial
NG,100,Refuse,REFUSE,2022-08-31,3.62,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.29,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.7,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.54,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.39,Commercial
27,100,Refuse,REFUSE,2022-08-31,3.32,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.86,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.44,Commercial
27,300,Green,GREEN,2022-08-31,0.87,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.01,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.54,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.97,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.55,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.9,Commercial
27,100,Refuse,REFUSE,2022-08-31,9.71,Contained
27,100,Refuse,REFUSE,2022-08-31,2.14,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.41,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.15,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.28,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.08,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.98,Commercial
27,100,Refuse,REFUSE,2022-08-31,2.05,Residential
NG,100,Refuse,REFUSE,2022-08-31,2.16,Commercial
NG,100,Refuse,REFUSE,2022-08-31,6.38,Reciprocal
27,100,Refuse,REFUSE,2022-08-31,0.41,Residential
27,100,Refuse,REFUSE,2022-08-31,8.8,Special Ops
NG,100,Refuse,REFUSE,2022-08-31,1.12,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.84,Commercial
27,100,Refuse,REFUSE,2022-08-31,1,Commercial
NG,100,Refuse,REFUSE,2022-08-31,1.51,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.33,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.35,Commercial
NG,100,Refuse,REFUSE,2022-08-31,10.85,Contained
NG,100,Refuse,REFUSE,2022-08-31,3.94,Commercial
NG,100,Refuse,REFUSE,2022-08-31,7.4,Contained
27,200,Recycle,RECYCLE,2022-08-31,3.62,Contained
27,100,Refuse,REFUSE,2022-08-31,0.53,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.99,Residential
NG,100,Refuse,REFUSE,2022-08-31,8.34,Reciprocal
NG,300,Green,GREEN,2022-08-31,0.82,Commercial
27,100,Refuse,REFUSE,2022-08-31,0.57,Commercial
NG,100,Refuse,REFUSE,2022-08-31,6.99,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.12,Commercial
NG,100,Refuse,REFUSE,2022-08-31,0.71,Commercial
NG,300,Green,GREEN,2022-08-31,2.04,Commercial
NG,100,Refuse,REFUSE,2022-08-31,2.11,Commercial
