NetSTN,GREEN,LANDFILL,RECYCLE,REFUSE,AR,Commercial,Contained,Non-Profit,Other,Other Dept,Reciprocal,Residential,Special Ops,Uncontained,DateOut
1.43,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
9.41,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
10.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
10.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
3.58,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
3.89,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
9.45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
8.65,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4423 
0.46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
1.18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4423 
8.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
4.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
11.13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4423 
4.91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
6.84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
2.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
3.03,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4423 
1.28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4423 
9.96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.07,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4423 
7.54,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4423 
11.18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
4.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
4.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
5.96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
3.42,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4423 
0.66,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4423 
1.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4423 
10.43,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
7.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
8.52,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
3.36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
8.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
2.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4423 
11.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.88,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
2.18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
9.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
4.43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
8.18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
5.93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
7.35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
9.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
2.69,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
5.28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
2.59,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
0.97,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
0.73,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
1.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
12.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
2.66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
6.61,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
4.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
7.26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
10.39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
2.85,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
6.46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
3.21,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4423 
5.24,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
1.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
1.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
9.71,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
8.84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
10.36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
10.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
10.95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.34,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
5.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
11.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
7.14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.62,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
4.89,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
8.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4423 
1.47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
10.73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
2.83,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
1.94,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4423 
10.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
2.09,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
3.92,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
9.69,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
8.29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
8.64,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
4.47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
1.74,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
5.34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
6.81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
3.56,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
1.93,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
2.31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
9.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
7.8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
0.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
10.11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4423 
4.57,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
4.16,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
3.17,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
5.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
12.17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
8.48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
2.33,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
4.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.08,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
4.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
2.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
7.99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
4.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
6.83,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4423 
10.61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
2.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
0.51,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
10.39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
9.13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
4.76,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
0.69,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
5.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
5.75,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
2.33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
7.54,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.83,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
1.12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
9.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
3.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
2.26,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4423 
8.23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
9.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
3.52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
10.22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
5.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4423 
1.63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4423 
2.83,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4423 
7.07,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
4.92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4423 
3.27,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4423 
1.57,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4423 
1.36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4423 
1.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.96,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.09,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.04,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
2.14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
2.18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
2.15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
2.61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4423 
2.17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.68,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
2.55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
