Date,Site_int,Month_int,SolarProductionDemand,Solar Production,TotalEnergyUsageAcrossSites
2019-03-01,1,7,61.8,22017.0,29657.0
2019-03-01,2,7,36.1,0.0,8702.0
2019-03-01,3,7,29.1,2406.0,11656.4
2019-03-01,4,7,68.4,42148.0,30689.092
2019-03-01,5,7,219.8,41671.0,85714.24
2019-03-01,6,7,60.5,18011.0,24431.192
2019-03-01,7,7,262.0,2111.0,16738.0
2019-03-01,8,7,23.2,1890.0,4631.0
2019-04-01,0,0,303.8,43399.0,158380.0
2019-04-01,1,0,59.3,31731.0,27760.056
2019-04-01,2,0,26.0,443.0,7975.0
2019-04-01,3,0,33.5,2549.0,14060.4
2019-04-01,4,0,91.7,45798.0,34803.384
2019-04-01,5,0,189.1,48065.0,79613.96
2019-04-01,6,0,58.2,24775.0,24870.184
2019-04-01,7,0,261.5,3614.0,17702.0
2019-04-01,8,0,21.8,2787.0,4556.0
2019-05-01,0,8,356.6,49200.0,184779.0
2019-05-01,1,8,59.1,32631.0,28461.0
2019-05-01,2,8,37.6,967.0,12574.0
2019-05-01,3,8,34.0,2785.0,17685.472
2019-05-01,4,8,93.9,48908.0,39557.036
2019-05-01,5,8,170.9,52213.0,94253.68
2019-05-01,6,8,64.7,26986.0,28241.632
2019-05-01,7,8,262.8,3002.0,12684.0
2019-05-01,8,8,22.2,3157.0,4981.0
2019-06-01,0,6,473.2,47407.0,231748.0
2019-06-01,1,6,85.8,35026.0,34778.752
2019-06-01,2,6,35.6,975.0,14071.0
2019-06-01,3,6,38.1,2769.0,18839.72
2019-06-01,4,6,107.4,51647.0,53603.42
2019-06-01,5,6,337.0,57366.0,152185.08
2019-06-01,6,6,71.8,30298.0,32125.888
2019-06-01,7,6,261.1,3567.0,5602.0
2019-06-01,8,6,24.5,3238.0,4936.0
2019-07-01,0,5,530.3,38145.0,251744.0
2019-07-01,1,5,87.9,34652.0,42201.408
2019-07-01,2,5,38.2,935.0,18448.0
2019-07-01,3,5,43.7,2466.0,20796.456
2019-07-01,4,5,113.5,46157.0,57496.424
2019-07-01,5,5,305.8,48896.0,180685.28
2019-07-01,6,5,77.2,31033.0,44393.992
2019-07-01,7,5,257.5,2689.0,4213.0
2019-07-01,8,5,27.0,3365.0,8783.0
2019-08-01,0,1,525.1,38148.0,291131.0
2019-08-01,1,1,88.2,32372.0,49459.792
2019-08-01,2,1,42.8,880.0,18664.0
2019-08-01,3,1,49.9,2560.0,23469.944
2019-08-01,4,1,108.9,46819.0,57708.64
2019-08-01,5,1,312.0,50003.0,205264.4
2019-08-01,6,1,89.7,25761.0,47932.296
2019-08-01,7,1,261.2,4085.0,13857.0
2019-08-01,8,1,27.3,3213.0,11913.0
2019-09-01,0,11,488.9,30595.0,232166.0
2019-09-01,1,11,91.5,20390.0,46915.84
2019-09-01,2,11,38.7,904.0,18375.0
2019-09-01,3,11,43.0,2587.0,22672.144
2019-09-01,4,11,106.3,38330.0,45257.912
2019-09-01,5,11,301.4,42365.0,162433.52
2019-09-01,6,11,85.1,26174.0,48642.4
2019-09-01,7,11,259.7,3578.0,13884.0
2019-09-01,8,11,29.8,3193.0,11814.0
2019-10-01,0,10,401.0,28755.0,184649.0
2019-10-01,1,10,75.1,13760.0,36253.376
2019-10-01,2,10,29.9,916.0,12926.0
2019-10-01,3,10,37.3,2466.0,18389.256
2019-10-01,4,10,86.7,40871.0,36135.0
2019-10-01,5,10,241.4,36488.0,101884.28
2019-10-01,6,10,74.0,23322.0,35803.392
2019-10-01,7,10,260.8,3795.0,14382.0
2019-10-01,8,10,27.3,2611.0,9420.0
2019-11-01,0,9,353.0,18926.0,148656.0
2019-11-01,1,9,68.2,19515.0,29219.0
2019-11-01,2,9,27.0,735.0,8601.0
2019-11-01,3,9,33.9,1867.0,14211.0
2019-11-01,4,9,69.6,29707.0,29422.0
2019-11-01,5,9,178.6,27477.0,90072.0
2019-11-01,6,9,61.2,19070.0,25399.0
2019-11-01,7,9,263.6,1106.0,17508.0
2019-11-01,8,9,20.4,2817.0,7350.0
2019-12-01,0,2,363.4,16148.0,155394.0
2019-12-01,1,2,55.9,13885.0,25091.0
2019-12-01,2,2,26.3,577.0,8210.0
2019-12-01,3,2,28.6,1346.0,11877.0
2019-12-01,4,2,66.5,23575.0,26551.0
2019-12-01,5,2,200.6,19835.0,66261.0
2019-12-01,6,2,52.2,12402.0,22838.0
2019-12-01,7,2,269.1,0.0,10871.0
2019-12-01,8,2,22.0,1721.0,5992.0
2020-01-01,0,4,346.3,18438.0,156987.0
2020-01-01,1,4,59.6,17979.0,34658.0
2020-01-01,2,4,31.7,351.0,8118.0
2020-01-01,3,4,30.5,1540.0,12043.0
2020-01-01,4,4,66.7,27682.0,28818.0
2020-01-01,5,4,135.4,24388.0,50480.0
2020-01-01,6,4,62.0,14219.0,27023.0
2020-01-01,7,4,262.4,0.0,11967.0
2020-01-01,8,4,20.2,1561.0,5655.0
2020-02-01,0,3,349.2,23801.0,145111.0
2020-02-01,1,3,61.6,17774.0,29062.0
2020-02-01,2,3,30.7,0.0,7399.0
2020-02-01,3,3,30.2,1954.0,11305.0
2020-02-01,4,3,72.0,33961.0,27737.0
2020-02-01,5,3,125.8,31091.0,47536.0
2020-02-01,6,3,58.6,16155.0,24514.0
2020-02-01,7,3,262.0,183.0,15809.0
2020-02-01,8,3,21.6,1960.0,5146.0
2020-03-01,0,7,287.5,30348.0,132060.0
2020-03-01,1,7,58.9,23547.0,28523.0
2020-03-01,2,7,24.2,0.0,7663.0
2020-03-01,3,7,30.4,2239.0,12247.0
2020-03-01,4,7,61.3,38105.0,28343.0
2020-03-01,5,7,155.0,30264.0,51824.0
2020-03-01,6,7,48.1,19939.0,22931.0
2020-03-01,7,7,263.3,2971.0,10743.0
2020-03-01,8,7,20.3,2334.0,4240.0
2020-04-01,0,0,330.3,57019.0,142309.0
2020-04-01,1,0,54.9,29573.0,26979.0
2020-04-01,2,0,28.0,0.0,7486.0
2020-04-01,3,0,35.1,2778.0,13613.0
2020-04-01,4,0,77.5,47776.0,32615.0
2020-04-01,5,0,120.5,51185.0,51096.0
2020-04-01,6,0,51.5,24614.0,24266.0
2020-04-01,7,0,81.2,4208.0,3086.0
2020-04-01,8,0,21.1,2612.0,3958.0
2020-05-01,0,8,364.0,54312.0,187178.0
2020-05-01,1,8,74.5,35652.0,35455.0
2020-05-01,2,8,30.4,0.0,10854.0
2020-05-01,3,8,37.7,2660.0,16650.0
2020-05-01,4,8,90.4,52349.0,44724.0
2020-05-01,5,8,125.2,54568.0,55917.0
2020-05-01,6,8,67.7,29248.0,32328.0
2020-05-01,7,8,88.7,4807.0,2826.0
2020-05-01,8,8,21.5,3203.0,4990.0
2020-06-01,0,6,383.2,55257.0,213187.0
2020-06-01,1,6,81.2,35696.0,39090.0
2020-06-01,2,6,44.5,93.0,14256.0
2020-06-01,3,6,42.1,2902.0,22010.0
2020-06-01,4,6,99.9,48007.0,47384.0
2020-06-01,5,6,161.2,51873.0,73462.0
2020-06-01,6,6,732.2,29787.0,35198.0
2020-06-01,7,6,235.0,4999.0,3577.0
2020-06-01,8,6,20.8,3061.0,6649.0
2020-07-01,0,5,478.6,52119.0,246173.0
2020-07-01,1,5,90.9,35478.0,43189.0
2020-07-01,2,5,46.9,143.0,17435.0
2020-07-01,3,5,46.5,2434.0,23011.0
2020-07-01,4,5,105.7,47673.0,56249.0
2020-07-01,5,5,169.6,43300.0,83112.0
2020-07-01,6,5,73.3,28475.0,37650.0
2020-07-01,7,5,58.0,2994.0,3126.0
2020-07-01,8,5,33.2,2834.0,11485.0
2020-08-01,0,1,497.5,55543.0,247563.0
2020-08-01,1,1,96.2,31714.0,46588.0
2020-08-01,2,1,47.8,0.0,18178.0
2020-08-01,3,1,46.7,2594.0,25174.0
2020-08-01,4,1,107.6,46193.0,60946.0
2020-08-01,5,1,200.4,22735.0,81829.0
2020-08-01,6,1,81.1,29061.0,46018.0
2020-08-01,7,1,258.3,2146.0,11045.0
2020-08-01,8,1,27.0,2773.0,11043.0
2020-09-01,0,11,485.1,52631.0,220429.0
2020-09-01,1,11,94.3,26155.0,40967.0
2020-09-01,2,11,44.9,0.0,17203.0
2020-09-01,3,11,43.2,2445.0,23037.0
2020-09-01,4,11,97.9,39576.0,47538.0
2020-09-01,5,11,183.1,21439.0,77538.0
2020-09-01,6,11,78.5,23911.0,39053.0
2020-09-01,7,11,260.4,1990.0,22316.0
2020-09-01,8,11,28.6,2869.0,10742.0
2020-10-01,0,10,417.8,45477.0,203732.0
2020-10-01,1,10,77.7,28186.0,40672.0
2020-10-01,2,10,31.1,0.0,10662.0
2020-10-01,3,10,38.0,2212.0,18788.0
2020-10-01,4,10,105.7,0.0,5000.0
2020-10-01,5,10,147.5,18338.0,68330.0
2020-10-01,6,10,65.8,21761.0,34169.0
2020-10-01,7,10,260.8,899.0,23461.0
2020-10-01,8,10,23.9,2261.0,8444.0
2020-11-01,0,9,356.8,31828.0,151525.0
2020-11-01,1,9,64.8,18846.0,27290.0
2020-11-01,2,9,22.3,0.0,7824.0
2020-11-01,3,9,32.7,1750.0,14083.0
2020-11-01,4,9,82.5,17555.0,20438.0
2020-11-01,5,9,140.9,12005.0,54273.0
2020-11-01,6,9,60.0,17431.0,29216.0
2020-11-01,7,9,261.4,0.0,21556.0
2020-11-01,8,9,24.6,1846.0,7327.0
2020-12-01,0,2,371.2,28909.0,146264.0
2020-12-01,1,2,60.0,15056.0,23691.0
2020-12-01,2,2,22.9,0.0,7532.0
2020-12-01,3,2,25.7,1728.0,12335.0
2020-12-01,4,2,62.5,27893.0,29162.0
2020-12-01,5,2,133.0,16592.0,51619.0
2020-12-01,6,2,49.0,11827.0,21964.0
2020-12-01,7,2,262.2,0.0,16762.0
2020-12-01,8,2,24.3,1844.0,6487.0
2021-01-01,0,4,342.0,30816.0,156239.0
2021-01-01,1,4,61.3,18726.0,30279.0
2021-01-01,2,4,24.4,0.0,7025.0
2021-01-01,3,4,24.5,1598.0,11250.0
2021-01-01,4,4,64.8,26239.0,27754.0
2021-01-01,5,4,139.4,20332.0,55929.0
2021-01-01,6,4,53.2,13385.0,24726.0
2021-01-01,7,4,263.8,0.0,12354.0
2021-01-01,8,4,25.0,1871.0,4580.0
2021-02-01,0,3,340.0,39445.0,135909.0
2021-02-01,1,3,70.1,17331.0,23788.0
2021-02-01,2,3,26.3,0.0,7092.0
2021-02-01,3,3,26.3,1841.0,10531.0
2021-02-01,4,3,60.4,35357.0,25640.0
2021-02-01,5,3,133.2,26521.0,50572.0
2021-02-01,6,3,54.9,12542.0,23250.0
2021-02-01,7,3,265.6,0.0,21676.0
2021-02-01,8,3,18.4,2392.0,3782.0
2021-03-01,0,7,384.3,47398.0,135565.0
2021-03-01,1,7,57.2,25301.0,24029.0
2021-03-01,2,7,28.6,0.0,7661.0
2021-03-01,3,7,26.1,2591.0,12493.0
2021-03-01,4,7,64.4,39008.0,25381.0
2021-03-01,5,7,128.6,32007.0,49744.0
2021-03-01,6,7,45.8,19883.0,25580.0
2021-03-01,7,7,266.9,451.0,23128.0
2021-03-01,8,7,22.7,2853.0,3463.0
2021-04-01,0,0,341.8,61445.0,166848.0
2021-04-01,1,0,63.6,28427.0,25882.0
2021-04-01,2,0,26.4,0.0,8227.0
2021-04-01,3,0,28.8,2489.0,13387.0
2021-04-01,4,0,77.1,47730.0,36218.0
2021-04-01,5,0,138.6,41710.0,61976.0
2021-04-01,6,0,55.3,24365.0,25782.0
2021-04-01,7,0,260.9,1328.0,14387.0
2021-04-01,8,0,19.1,3046.0,4763.0
2021-05-01,0,8,361.3,70835.0,194849.0
2021-05-01,1,8,65.8,34743.0,30490.0
2021-05-01,2,8,38.9,30.0,11557.0
2021-05-01,3,8,32.2,2861.0,15853.0
2021-05-01,4,8,89.2,51420.0,41688.0
2021-05-01,5,8,144.1,48530.0,71538.0
2021-05-01,6,8,60.2,25040.0,26882.0
2021-05-01,7,8,261.9,2217.0,15844.0
2021-05-01,8,8,23.6,3509.0,6933.0
2021-06-01,0,6,505.4,54623.0,213977.0
2021-06-01,1,6,68.0,33072.0,31669.0
2021-06-01,2,6,42.1,926.0,15782.0
2021-06-01,3,6,43.4,2721.0,19607.0
2021-06-01,4,6,119.1,7926.0,51395.0
2021-06-01,5,6,197.5,39812.0,76163.0
2021-06-01,6,6,61.8,26802.0,34455.0
2021-06-01,7,6,260.2,1884.0,4541.0
2021-06-01,8,6,31.1,3023.0,10213.0
2021-07-01,0,5,516.6,54174.0,272169.0
2021-07-01,1,5,86.3,29573.0,41715.0
2021-07-01,2,5,46.6,765.0,17598.0
2021-07-01,3,5,46.8,2151.0,20621.0
2021-07-01,4,5,119.9,8128.0,60108.0
2021-07-01,5,5,204.2,44990.0,103176.0
2021-07-01,6,5,75.1,21909.0,37446.0
2021-07-01,7,5,245.6,963.0,3549.0
2021-07-01,8,5,27.1,3326.0,14068.0
2021-08-01,0,1,461.2,49068.0,232006.0
2021-08-01,1,1,94.6,30142.0,51752.0
2021-08-01,2,1,45.5,882.0,19646.0
2021-08-01,3,1,43.1,2462.0,23601.0
2021-08-01,4,1,117.4,22403.0,50920.0
2021-08-01,5,1,204.7,44706.0,93467.0
2021-08-01,6,1,69.9,19545.0,36279.0
2021-08-01,7,1,259.1,4252.0,16060.0
2021-08-01,8,1,26.0,2851.0,10437.0
2021-09-01,0,11,438.3,49050.0,244795.0
2021-09-01,1,11,90.6,28932.0,44899.0
2021-09-01,2,11,424.4,863.0,17064.0
2021-09-01,3,11,43.5,2403.0,21598.0
2021-09-01,4,11,115.6,655.0,47668.0
2021-09-01,5,11,189.4,38457.0,83134.0
2021-09-01,6,11,65.8,20777.0,35610.0
2021-09-01,7,11,262.1,2229.0,14847.0
2021-09-01,8,11,25.9,2441.0,8876.0
2021-10-01,0,10,386.6,42689.0,190295.0
2021-10-01,1,10,75.0,24246.0,35126.0
2021-10-01,2,10,28.9,800.0,10691.0
2021-10-01,3,10,36.5,2140.0,16901.0
2021-10-01,4,10,85.8,38333.0,38185.0
2021-10-01,5,10,157.2,36714.0,68983.0
2021-10-01,6,10,64.8,17143.0,30063.0
2021-10-01,7,10,261.9,2106.0,13208.0
2021-10-01,8,10,24.2,2501.0,7698.0
2021-11-01,0,9,319.3,30367.0,140580.0
2021-11-01,1,9,57.2,21456.0,28080.0
2021-11-01,2,9,31.7,780.0,10826.0
2021-11-01,3,9,32.9,1840.0,15768.0
2021-11-01,4,9,71.9,27258.0,29890.0
2021-11-01,5,9,141.1,25803.0,56567.0
2021-11-01,6,9,50.0,15771.0,26702.0
2021-11-01,7,9,260.9,1941.0,21162.0
2021-11-01,8,9,23.7,1718.0,6570.0
2021-12-01,0,2,362.2,24619.0,151451.0
2021-12-01,1,2,54.6,15959.0,27013.0
2021-12-01,2,2,33.6,637.0,10453.0
2021-12-01,3,2,28.4,1466.0,14595.0
2021-12-01,4,2,65.4,23629.0,27774.0
2021-12-01,5,2,133.8,20962.0,53799.0
2021-12-01,6,2,47.7,10652.0,22682.0
2021-12-01,7,2,259.6,1563.0,9171.0
2021-12-01,8,2,22.5,1603.0,6212.0
2022-01-01,0,4,330.8,30815.0,156239.0
2022-01-01,1,4,60.7,18465.0,25724.0
2022-01-01,2,4,31.6,633.0,9593.0
2022-01-01,3,4,30.5,1555.0,12641.0
2022-01-01,4,4,69.4,28330.0,27543.0
2022-01-01,5,4,115.4,15034.0,48474.0
2022-01-01,6,4,50.3,14886.0,26024.0
2022-01-01,7,4,262.0,1910.0,9331.0
2022-01-01,8,4,21.0,2196.0,5750.0
2022-02-01,0,3,372.8,37222.0,143030.0
2022-02-01,1,3,70.9,18465.0,25724.0
2022-02-01,2,3,30.4,740.0,9593.0
2022-02-01,3,3,27.7,1975.0,10731.0
2022-02-01,4,3,66.0,33652.0,27154.0
2022-02-01,5,3,124.0,30171.0,47628.0
2022-02-01,6,3,49.5,14956.0,20285.0
2022-02-01,7,3,260.9,2148.0,12898.0
2022-02-01,8,3,23.1,2314.0,4194.0
2022-03-01,0,7,349.4,52196.0,150616.0
2022-03-01,1,7,60.3,29718.0,28537.0
2022-03-01,2,7,25.4,899.0,6930.0
2022-03-01,3,7,27.3,2264.0,10804.0
2022-03-01,4,7,73.1,41239.0,30658.0
2022-03-01,5,7,120.1,41048.0,56548.0
2022-03-01,6,7,50.2,24943.0,25129.0
2022-03-01,7,7,262.2,2344.0,11242.0
2022-03-01,8,7,18.8,2899.0,4126.0
2022-04-01,0,0,381.4,62072.0,174110.0
2022-04-01,1,0,85.1,31472.0,36987.0
2022-04-01,2,0,26.2,1064.0,9783.0
2022-04-01,3,0,28.2,3008.0,13589.0
2022-04-01,4,0,98.4,16396.0,41313.0
2022-04-01,5,0,127.6,49437.0,63733.0
2022-04-01,6,0,53.9,30952.0,29132.0
2022-04-01,7,0,262.7,2871.0,19509.0
2022-04-01,8,0,18.1,3431.0,4962.0
2022-05-01,0,8,361.0,69871.0,202680.0
2022-05-01,1,8,85.9,32036.0,40940.0
2022-05-01,2,8,30.8,1040.0,11455.0
2022-05-01,3,8,30.0,2895.0,13949.0
2022-05-01,4,8,111.7,0.0,48701.0
2022-05-01,5,8,137.5,58413.0,74077.0
2022-05-01,6,8,64.1,30134.0,31871.0
2022-05-01,7,8,257.8,3396.0,13331.0
2022-05-01,8,8,27.5,3497.0,6077.0
2022-06-01,0,6,488.0,61438.0,155952.0
2022-06-01,1,6,102.3,34320.0,53382.0
2022-06-01,2,6,36.1,908.0,15029.0
2022-06-01,3,6,37.8,2555.0,17188.0
2022-06-01,4,6,120.6,0.0,57713.0
2022-06-01,5,6,159.0,43052.0,79292.0
2022-06-01,6,6,76.0,29401.0,37395.0
2022-06-01,7,6,111.1,2741.0,2611.0
2022-06-01,8,6,28.0,3002.0,8665.0
2022-07-01,0,5,491.4,63782.0,276401.0
2022-07-01,1,5,111.6,24031.0,54390.0
2022-07-01,2,5,42.9,917.0,19527.0
2022-07-01,3,5,47.1,2520.0,21824.0
2022-07-01,4,5,121.2,12057.0,51466.0
2022-07-01,5,5,283.9,3585.0,101155.0
2022-07-01,6,5,72.5,26344.0,39734.0
2022-07-01,7,5,239.1,2707.0,2956.0
2022-07-01,8,5,28.8,3086.0,11629.0
2022-08-01,0,1,432.0,55716.0,265161.0
2022-08-01,1,1,96.8,7045.0,50048.0
2022-08-01,2,1,47.5,824.0,18179.0
2022-08-01,3,1,45.3,2392.0,23958.0
2022-08-01,4,1,108.6,41682.0,60421.0
2022-08-01,5,1,188.4,0.0,90299.0
2022-08-01,6,1,71.0,24909.0,37627.0
2022-08-01,7,1,80.2,2180.0,3134.0
2022-08-01,8,1,26.8,2926.0,10923.0
2022-09-01,0,11,423.7,50438.0,250020.0
2022-09-01,1,11,84.1,13099.0,44091.0
2022-09-01,2,11,44.1,848.0,17211.0
2022-09-01,3,11,48.8,2339.0,23371.0
2022-09-01,4,11,109.9,39608.0,57797.0
2022-09-01,5,11,205.0,0.0,89279.0
2022-09-01,6,11,62.5,20766.0,29705.0
2022-09-01,7,11,256.7,2612.0,10734.0
2022-09-01,8,11,28.0,2490.0,8576.0
2022-10-01,0,10,376.4,44679.0,205984.0
2022-10-01,1,10,61.1,9917.0,28114.0
2022-10-01,2,10,40.4,802.0,13263.0
2022-10-01,3,10,39.8,2188.0,18562.0
2022-10-01,4,10,98.1,37768.0,45102.0
2022-10-01,5,10,160.6,0.0,67304.0
2022-10-01,6,10,52.9,20535.0,28013.0
2022-10-01,7,10,256.6,2441.0,17340.0
2022-10-01,8,10,22.1,2464.0,7028.0
2022-11-01,0,9,349.4,34190.0,150381.0
2022-11-01,1,9,78.1,8242.0,30376.0
2022-11-01,2,9,31.6,802.0,7481.0
2022-11-01,3,9,30.8,1987.0,12493.0
2022-11-01,4,9,75.1,31950.0,33688.0
2022-11-01,5,9,120.5,25492.0,48340.0
2022-11-01,6,9,52.9,20535.0,28013.0
2022-11-01,7,9,258.1,2154.0,12585.0
2022-11-01,8,9,21.3,1925.0,5699.0
2022-12-01,0,2,393.7,25092.0,162471.0
2022-12-01,1,2,66.3,6424.0,27752.0
2022-12-01,2,2,31.7,618.0,8281.0
2022-12-01,3,2,22.2,1457.0,10137.0
2022-12-01,4,2,76.7,23176.0,33939.0
2022-12-01,5,2,112.8,21492.0,47664.0
2022-12-01,6,2,53.6,12499.0,9839.0
2022-12-01,7,2,201.5,1507.0,3947.0
2022-12-01,8,2,23.6,1537.0,6595.0
2023-01-01,0,4,410.6,26897.0,166102.0
2023-01-01,1,4,67.9,9155.0,28532.0
2023-01-01,2,4,36.1,554.0,9358.0
2023-01-01,3,4,21.1,1350.0,10072.0
2023-01-01,4,4,84.5,25551.0,35078.0
2023-01-01,5,4,107.6,24289.0,46727.0
2023-01-01,6,4,53.6,12499.0,22338.0
2023-01-01,7,4,261.5,1446.0,12776.0
2023-01-01,8,4,23.4,1948.0,6536.0
2023-02-01,0,3,386.3,29781.0,142798.0
2023-02-01,1,3,65.9,11611.0,31130.0
2023-02-01,2,3,36.6,714.0,8006.0
2023-02-01,3,3,23.7,1740.0,7102.0
2023-02-01,4,3,78.0,28087.0,30206.0
2023-02-01,5,3,111.4,27923.0,42468.0
2023-02-01,6,3,55.4,16051.0,21397.0
2023-02-01,7,3,260.0,1733.0,18727.0
2023-02-01,8,3,23.6,2003.0,5455.0
