Row ID,Site,Year,Month,Month Date,Usage Charges,kW,Solar Production,Total Building Energy Use kWh,Time of Use Plan Flag,On Peak kWh,Shoulder Peak kWh,Off Peak kWh,Total Net Billable,Solar Savings,SRP charges Without Solar,Owner
466,RM PD,2018,April,04/01/2018,1893.45,51.5,24026,24526,false,,,,,95.8249464499997,1989.27494645,Tesla
467,Solfocus,2018,April,04/01/2018,1390.51,268.3,7736,22474,false,,,,,1724.7167192,3115.2267192,City
468,Solid Waste HHM,2018,April,04/01/2018,318.99,15.6,,2720,false,,,,,-5.86758300000003,313.122417,City
469,EMSC and RM Library,2018,May,05/01/2018,18042.02,437.4,66631,197614,true,26038,40682,64264,130984,3104.3402593,21146.3602593,Tesla
470,Fire Stn 212 PD,2018,May,05/01/2018,2859.79,73,34277,30641,false,,,,,284.28163915,3144.07163915,Tesla
471,Fire Stn 219,2018,May,05/01/2018,1299.48,39.5,996,11953,false,,,,,86.4134924499999,1385.89349245,City
472,Fire Stn 220,2018,May,05/01/2018,657.35,44.7,0,17703,false,,,,,1213.65557745,1871.00557745,City
473,PD Fiesta Substn,2018,May,05/01/2018,2384.45,86.3,51496,44233,false,,,,,1831.09687095,4215.54687095,Tesla
474,RM Multigen,2018,May,05/01/2018,8800.54,210,53654,94129,false,,,,,560.307676349999,9360.84767635,Tesla
475,RM PD,2018,May,05/01/2018,2491.36,65.1,30847,31823,false,,,,,599.30101145,3090.66101145,Tesla
476,Solfocus,2018,May,05/01/2018,1109.67,268.3,8467,17537,false,,,,,2121.0742708,3230.7442708,City
477,Solid Waste HHM,2018,May,05/01/2018,447.09,16,,3360,false,,,,,0.007934000000034,447.097934,City
478,EMSC and RM Library,2018,June,06/01/2018,22000.92,474,61835,241664,true,37055,56804,85970,179829,2797.7228044,24798.6428044,Tesla
479,Fire Stn 212 PD,2018,June,06/01/2018,2980.31,70.5,35865,34141,false,,,,,343.772939150001,3324.08293915,Tesla
480,Fire Stn 219,2018,June,06/01/2018,1352.67,34.4,907,13028,false,,,,,57.1279341999998,1409.7979342,City
481,Fire Stn 220,2018,June,06/01/2018,1925.08,43.6,0,18844,false,,,,,-0.003717399999914,1925.0762826,City
482,PD Fiesta Substn,2018,June,06/01/2018,3260.66,103.7,50048,53857,false,,,,,1842.76743255,5103.42743255,Tesla
483,RM Multigen,2018,June,06/01/2018,9991.59,221.8,52693,106526,false,,,,,341.177258899999,10332.7672589,Tesla
484,RM PD,2018,June,06/01/2018,2572.05,66.6,29897,32182,false,,,,,565.5043873,3137.5543873,Tesla
485,Solfocus,2018,June,06/01/2018,863.21,265.2,4923,6484,false,,,,,1207.2724091,2070.4824091,City
486,Solid Waste HHM,2018,June,06/01/2018,586.11,22.4,,4360,false,,,,,0.008305500000006,586.1183055,City
487,EMSC and RM Library,2018,July,07/01/2018,27755.98,505,59033,272954,true,42735,65233,105953,213921,4872.6752607,32628.6552607,Tesla
488,Fire Stn 212 PD,2018,July,07/01/2018,3307.13,78.3,34605,41555,false,,,,,-874.546649150001,2432.58335085,Tesla
489,Fire Stn 219,2018,July,07/01/2018,2285.74,48.4,430,18234,false,,,,,198.40783625,2484.14783625,City
490,Fire Stn 220,2018,July,07/01/2018,2738.63,50,0,23304,false,,,,,-133.5304535,2605.0995465,City
491,PD Fiesta Substn,2018,July,07/01/2018,4212.86,114.3,45013,55976,false,,,,,-981.031987699999,3231.8280123,Tesla
492,RM Multigen,2018,July,07/01/2018,14080,230.4,50702,134772,false,,,,,-8963.80408285,5116.19591715,Tesla
493,RM PD,2018,July,07/01/2018,3691.63,73.5,29469,39372,false,,,,,-184.67027485,3506.95972515,Tesla
494,Solfocus,2018,July,07/01/2018,1880.68,253,2884,5714,false,,,,,759.2941967,2639.9741967,City
495,Solid Waste HHM,2018,July,07/01/2018,822.11,26.8,,5120,false,,,,,4299.8135396,5121.9235396,City
496,EMSC and RM Library,2018,August,08/01/2018,28411.6,494,55848,278782,true,44660,67596,110697,222953,4460.7272436,32872.3272436,Tesla
497,Fire Stn 212 PD,2018,August,08/01/2018,4387.19,85.1,31215,43554,false,,,,,-1445.05,2942.14,Tesla
498,Fire Stn 219,2018,August,08/01/2018,2573.38,50.4,885,22056,false,,,,,-5.07958224999993,2568.30041775,City
499,Fire Stn 220,2018,August,08/01/2018,2719.77,48.8,0,23579,false,,,,,52.7154200999998,2772.4854201,City
500,PD Fiesta Substn,2018,August,08/01/2018,4442.23,106.8,44764,54813,false,,,,,-1738.46,2703.77,Tesla
501,RM Multigen,2018,August,08/01/2018,14132.7,232.3,48359,134721,false,,,,,-11426.47,2706.23,Tesla
502,RM PD,2018,August,08/01/2018,4472.46,81,28237,45288,false,,,,,-1934.15,2538.31,Tesla
503,Solfocus,2018,August,08/01/2018,3537.18,256.9,2516,18675,false,,,,,650.40720465,4187.58720465,City
504,Solid Waste HHM,2018,August,08/01/2018,1891.31,56,,12520,false,,,,,1353.43,3244.74,City
505,EMSC and RM Library,2018,September,09/01/2018,23978,488.5,50335,260688,true,44738,62965,102650,210353,1895.7245291,25873.7245291,Tesla
506,Fire Stn 212 PD,2018,September,09/01/2018,3717.3,74.9,29957,40974,false,,,,,149.27,3866.57,Tesla
507,Fire Stn 219,2018,September,09/01/2018,1850.07,45.1,842,18110,false,,,,,2503.07,4353.14,City
508,Fire Stn 220,2018,September,09/01/2018,2058.02,44.5,0,20723,false,,,,,3336.12,5394.14,City
509,PD Fiesta Substn,2018,September,09/01/2018,3808.97,100.9,42030,51639,false,,,,,-1143.1917345,2665.7782655,Tesla
510,RM Multigen,2018,September,09/01/2018,11772.35,227,43593,126024,false,,,,,-127.175674399998,11645.1743256,Tesla
511,RM PD,2018,September,09/01/2018,3682.55,74.5,25708,41285,false,,,,,156.29956275,3838.84956275,Tesla
512,Solfocus,2018,September,09/01/2018,2690.52,252,2799,19912,false,,,,,1034.83,3725.35,City
513,Solid Waste HHM,2018,September,09/01/2018,1592.42,44,1182,13907,false,,,,,0.01236404999986,1592.43236405,City
514,EMSC and RM Library,2018,October,10/01/2018,18045.65,423,35903,191720,true,33424,45274,77102,155800,1422.8945162,19468.5445162,Tesla
515,Fire Stn 212 PD,2018,October,10/01/2018,3344.75,72.6,24390,35817,false,,,,,118.899827549999,3463.64982755,Tesla
516,Fire Stn 219,2018,October,10/01/2018,1447.7,40.8,782,13324,false,,,,,67.8365285999998,1515.5365286,City
517,Fire Stn 220,2018,October,10/01/2018,1515.74,36.8,0,14093,false,,,,,-0.008225050000192,1515.73177495,City
518,PD Fiesta Substn,2018,October,10/01/2018,2154.24,69.8,32836,31813,false,,,,,1011.86476295,3166.10476295,Tesla
519,RM Multigen,2018,October,10/01/2018,9386.5,239.5,30040,92430,false,,,,,344.8060695,9731.3060695,Tesla
520,RM PD,2018,October,10/01/2018,3562.04,72.6,21817,39141,false,,,,,110.99905815,3673.03905815,Tesla
521,Solfocus,2018,October,10/01/2018,3281.76,253.6,2070,23779,false,,,,,518.5478036,3800.3078036,City
522,Solid Waste HHM,2018,October,10/01/2018,1069.22,28.2,2756,9378,false,,,,,0.340369699999883,1069.5603697,City
523,EMSC and RM Library,2018,November,11/01/2018,13339.67,419,32855,170797,true,22679,26328,88934,137941,-50.7734880500011,13288.89651195,Tesla
524,Fire Stn 212 PD,2018,November,11/01/2018,2408.9,61.2,22717,28322,false,,,,,-94.8352894999998,2314.0647105,Tesla
525,Fire Stn 219,2018,November,11/01/2018,829.3,29.3,741,9374,false,,,,,53.5704992,882.8704992,City
526,Fire Stn 220,2018,November,11/01/2018,1070.86,30.4,0,12338,false,,,,,-0.019021699999939,1070.8409783,City
527,PD Fiesta Substn,2018,November,11/01/2018,2020.94,60.6,31645,27400,false,,,,,235.983116299999,2256.9231163,Tesla
528,RM Multigen,2018,November,11/01/2018,6960.88,171.4,29491,83811,false,,,,,-290.34377385,6670.53622615,Tesla
529,RM PD,2018,November,11/01/2018,2358.09,56.4,17775,29014,false,,,,,-66.1560905000006,2291.9339095,Tesla
530,Solfocus,2018,November,11/01/2018,2333.52,251,2500,20826,false,,,,,566.2033713,2899.7233713,City
531,Solid Waste HHM,2018,November,11/01/2018,666.41,25.4,2362,6760,false,,,,,3.20869720000007,669.6186972,City
532,EMSC and RM Library,2018,December,12/01/2018,13621.48,385,24538,187894,true,25604,26637,111115,163356,39.5092693999995,13660.9892694,Tesla
533,Fire Stn 212 PD,2018,December,12/01/2018,2502.95,58.8,17070,29218,false,,,,,-170.2963675,2332.6536325,Tesla
534,Fire Stn 219,2018,December,12/01/2018,780.33,24.7,590,8942,false,,,,,36.82243625,817.15243625,City
535,Fire Stn 220,2018,December,12/01/2018,849.34,22.2,0,10113,false,,,,,-0.009841550000033,849.33015845,City
536,PD Fiesta Substn,2018,December,12/01/2018,1606.58,60.2,24011,26483,false,,,,,595.94782895,2202.52782895,Tesla
537,RM Multigen,2018,December,12/01/2018,5618.08,137.3,19916,67693,false,,,,,-238.858291999999,5379.221708,Tesla
538,RM PD,2018,December,12/01/2018,2151.26,51.5,14494,26286,false,,,,,-67.0912215500002,2084.16877845,Tesla
539,Solfocus,2018,December,12/01/2018,2053.62,261.8,1723,14493,false,,,,,391.21362765,2444.83362765,City
540,Solid Waste HHM,2018,December,12/01/2018,586.87,23.5,2042,5839,false,,,,,4.33648804999996,591.20648805,City
541,EMSC and RM Library,2019,January,01/01/2019,12524.71,383.8,24866,170587,true,23519,22636,99566,145721,147.277414050001,12671.98741405,Tesla
542,Fire Stn 212 PD,2019,January,01/01/2019,2602.88,63,14833,30242,false,,,,,-163.0042466,2439.8757534,Tesla
543,Fire Stn 219,2019,January,01/01/2019,912.52,34.8,0,9310,false,,,,,-0.009873099999936,912.5101269,City
544,Fire Stn 220,2019,January,01/01/2019,682.24,27.9,1202,8465,false,,,,,126.20079695,808.44079695,City
545,PD Fiesta Substn,2019,January,01/01/2019,1898.63,77.3,27888,28630,false,,,,,631.41726015,2530.04726015,Tesla
546,RM Multigen,2019,January,01/01/2019,7037.02,187.2,26512,83240,false,,,,,-201.6093064,6835.4106936,Tesla
547,RM PD,2019,January,01/01/2019,2468.72,66.2,13793,29349,false,,,,,-37.3645293499999,2431.35547065,Tesla
548,Solfocus,2019,January,01/01/2019,1881.45,264.4,1883,12640,false,,,,,427.580660999999,2309.030661,City
549,Solid Waste HHM,2019,January,01/01/2019,645.75,28.5,1621,6236,false,,,,,5.30462669999997,651.0546267,City
550,EMSC and RM Library,2019,February,02/01/2019,11366.91,370.6,23364,150283,true,20048,20660,86211,126919,79.9112139499994,11446.82121395,Tesla
551,Fire Stn 212 PD,2019,February,02/01/2019,2312.1,61.8,16824,26512,false,,,,,-88.1948026999999,2223.9051973,Tesla
552,Fire Stn 219,2019,February,02/01/2019,877.17,35.8,0,8735,false,,,,,0.006156149999924,877.17615615,City
553,Fire Stn 220,2019,February,02/01/2019,777.66,23.4,1496,10004,false,,,,,80.6535435,858.3135435,City
554,PD Fiesta Substn,2019,February,02/01/2019,1845,72.1,27360,26700,false,,,,,516.592772049999,2361.59277205,Tesla
555,RM Multigen,2019,February,02/01/2019,6300.02,155.5,24763,75622,false,,,,,-267.909084350002,6032.11091565,Tesla
556,RM PD,2019,February,02/01/2019,1766.15,58.4,14180,20793.296,false,,,,,107.315843967199,1873.4658439672,Tesla
557,Solfocus,2019,February,02/01/2019,2594.69,268.3,1265,19560,false,,,,,287.2271635,2881.9171635,City
558,Solid Waste HHM,2019,February,02/01/2019,549.47,24,1909,5321,false,,,,,3205.59,3755.06,City
559,EMSC and RM Library,2019,March,03/01/2019,13300.99,336.4,39995,178717,true,23005,26370,89347,138722,246.742231850001,13547.73223185,Tesla
560,Fire Stn 212 PD,2019,March,03/01/2019,2529.93,61.8,22017,29657,false,,,,,472.82,3002.75,Tesla
561,Fire Stn 219,2019,March,03/01/2019,878.71,36.1,0,8702,false,,,,,1887.47,2766.18,City
562,Fire Stn 220,2019,March,03/01/2019,874.69,29.1,2406,11656.4,false,,,,,1985.24,2859.93,City
563,PD Fiesta Substn,2019,March,03/01/2019,2632.13,68.4,42148,30689.092,false,,,,,838.35,3470.48,Tesla
564,RM Multigen,2019,March,03/01/2019,7339.3,219.8,41671,85714.24,false,,,,,-2599.98,4739.32,Tesla
565,RM PD,2019,March,03/01/2019,2017.99,60.5,18011,24431.192,false,,,,,2884.41,4902.4,Tesla
566,Solfocus,2019,March,03/01/2019,2151.9,262,2111,16738,false,,,,,549.79,2701.69,City
567,Solid Waste HHM,2019,March,03/01/2019,480.69,23.2,1890,4631,false,,,,,6094.12,6574.81,City
568,EMSC and RM Library,2019,April,04/01/2019,12013.88,303.8,43399,158380,true,16672,22261,76048,114981,212.730824600001,12226.6108246,Tesla
569,Fire Stn 212 PD,2019,April,04/01/2019,2608.19,59.3,31731,27760.056,false,,,,,-347.9524560008,2260.2375439992,Tesla
570,Fire Stn 219,2019,April,04/01/2019,730.85,26,443,7975,false,,,,,30.3336167499999,761.18361675,City
571,Fire Stn 220,2019,April,04/01/2019,1065.99,33.5,2549,14060.4,false,,,,,136.10672553,1202.09672553,City
572,PD Fiesta Substn,2019,April,04/01/2019,2942.56,91.7,45798,34803.384,false,,,,,98.6612878087999,3041.2212878088,Tesla
573,RM Multigen,2019,April,04/01/2019,6642.62,189.1,48065,79613.96,false,,,,,20.8145361719999,6663.434536172,Tesla
574,RM PD,2019,April,04/01/2019,1945.14,58.2,24775,24870.184,false,,,,,145.6624883188,2090.8024883188,Tesla
575,Solfocus,2019,April,04/01/2019,1885.27,261.5,3614,17702,false,,,,,815.0434226,2700.3134226,City
576,Solid Waste HHM,2019,April,04/01/2019,470.28,21.8,2787,4556,false,,,,,17.5929785999999,487.8729786,City
577,EMSC and RM Library,2019,May,05/01/2019,16433.59,356.6,49200,184779,true,27362,39506,68711,135579,753.654995750003,17187.24499575,Tesla
578,Fire Stn 212 PD,2019,May,05/01/2019,2533.3,59.1,32631,28461,false,,,,,174.945805299999,2708.2458053,Tesla
579,Fire Stn 219,2019,May,05/01/2019,1313.02,37.6,967,12574,false,,,,,78.0463862000001,1391.0663862,City
580,Fire Stn 220,2019,May,05/01/2019,1485.79,34,2785,17685.472,false,,,,,165.106416776001,1650.896416776,City
581,PD Fiesta Substn,2019,May,05/01/2019,2115.44,93.9,48908,39557.036,false,,,,,1826.195275988,3941.635275988,Tesla
582,RM Multigen,2019,May,05/01/2019,8433.11,170.9,52213,94253.68,false,,,,,61.5945921399998,8494.70459214,Tesla
583,RM PD,2019,May,05/01/2019,2271.89,64.7,26986,28241.632,false,,,,,513.517543156001,2785.407543156,Tesla
584,Solfocus,2019,May,05/01/2019,1952.94,262.8,3002,12684,false,,,,,737.7442227,2690.6842227,City
585,Solid Waste HHM,2019,May,05/01/2019,621.8,22.2,3157,4981,false,,,,,4.3255468000001,626.1255468,City
586,EMSC and RM Library,2019,June,06/01/2019,20702.53,473.2,47407,231748,true,41741,56272,86328,184341,806.448868600004,21508.9788686,Tesla
587,Fire Stn 212 PD,2019,June,06/01/2019,3014.94,85.8,35026,34778.752,false,,,,,506.762728416,3521.702728416,Tesla
588,Fire Stn 219,2019,June,06/01/2019,1402.29,35.6,975,14071,false,,,,,55.7405898000002,1458.0305898,City
589,Fire Stn 220,2019,June,06/01/2019,1623.17,38.1,2769,18839.72,false,,,,,163.77918206,1786.94918206,City
590,PD Fiesta Substn,2019,June,06/01/2019,3385.2,107.4,51647,53603.42,false,,,,,1624.36744456,5009.56744456,Tesla
591,RM Multigen,2019,June,06/01/2019,14595.96,337,57366,152185.08,false,,,,,86.4320566399983,14682.39205664,Tesla
592,RM PD,2019,June,06/01/2019,2586.2,71.8,30298,32125.888,false,,,,,548.895091504,3135.095091504,Tesla
593,Solfocus,2019,June,06/01/2019,1089.81,261.1,3567,5602,false,,,,,879.4263176,1969.2363176,City
594,Solid Waste HHM,2019,June,06/01/2019,640.27,24.5,3238,4936,false,,,,,1.24294730000008,641.5129473,City
595,EMSC and RM Library,2019,July,07/01/2019,28304.13,530.3,38145,251744,true,49634,64167,99798,213599,2484.6757927,30788.8057927,Tesla
596,Fire Stn 212 PD,2019,July,07/01/2019,3577.28,87.9,34652,42201.408,false,,,,,1150.0238560196,4727.3038560196,Tesla
597,Fire Stn 219,2019,July,07/01/2019,2018.82,38.2,935,18448,false,,,,,56.8987282000005,2075.7187282,City
598,Fire Stn 220,2019,July,07/01/2019,2184.47,43.7,2466,20796.456,false,,,,,164.7327330072,2349.2027330072,City
599,PD Fiesta Substn,2019,July,07/01/2019,3858.01,113.5,46157,57496.424,false,,,,,2452.9774703488,6310.9874703488,Tesla
600,RM Multigen,2019,July,07/01/2019,18627.58,305.8,48896,180685.28,false,,,,,170.380664536002,18797.960664536,Tesla
601,RM PD,2019,July,07/01/2019,4207.27,77.2,31033,44393.992,false,,,,,469.4281907604,4676.6981907604,Tesla
602,Solfocus,2019,July,07/01/2019,1821.33,257.5,2689,4213,false,,,,,661.1276101,2482.4576101,City
603,Solid Waste HHM,2019,July,07/01/2019,1161.89,27,3365,8783,false,,,,,-5.43592834999981,1156.45407165,City
604,EMSC and RM Library,2019,August,08/01/2019,30938.56,525.1,38148,291131,true,51227,62910,138806,252943,2159.1735901,33097.7335901,Tesla
605,Fire Stn 212 PD,2019,August,08/01/2019,5005.31,88.2,32372,49459.792,false,,,,,244.622851970399,5249.9328519704,Tesla
606,Fire Stn 219,2019,August,08/01/2019,2127.92,42.8,880,18664,false,,,,,52.0529316999996,2179.9729317,City
607,Fire Stn 220,2019,August,08/01/2019,2489.63,49.9,2560,23469.944,false,,,,,169.7249194728,2659.3549194728,City
608,PD Fiesta Substn,2019,August,08/01/2019,4657.93,108.9,46819,57708.64,false,,,,,1579.294365718,6237.224365718,Tesla
609,RM Multigen,2019,August,08/01/2019,20496.89,312,50003,205264.4,false,,,,,171.012282279997,20667.90228228,Tesla
610,RM PD,2019,August,08/01/2019,4860.4,89.7,25761,47932.296,false,,,,,309.748206415201,5170.1482064152,Tesla
611,Solfocus,2019,August,08/01/2019,2595.77,261.2,4085,13857,false,,,,,1023.9966264,3619.7666264,City
612,Solid Waste HHM,2019,August,08/01/2019,1406.43,27.3,3213,11913,false,,,,,-6.62820349999993,1399.8017965,City
613,EMSC and RM Library,2019,September,09/01/2019,22729.88,488.9,30595,232166,true,39224,48195,114152,201571,-1976.0340562,20753.8459438,Tesla
614,Fire Stn 212 PD,2019,September,09/01/2019,4496.41,91.5,20390,46915.84,false,,,,,-148.26617878,4348.14382122,Tesla
615,Fire Stn 219,2019,September,09/01/2019,1717.79,38.7,904,18375,false,,,,,50.7293961000003,1768.5193961,City
616,Fire Stn 220,2019,September,09/01/2019,1945.94,43,2587,22672.144,false,,,,,152.032343152,2097.972343152,City
617,PD Fiesta Substn,2019,September,09/01/2019,3358.24,106.3,38330,45257.912,false,,,,,1128.593378196,4486.833378196,Tesla
618,RM Multigen,2019,September,09/01/2019,14991.11,301.4,42365,162433.52,false,,,,,-263.515182640003,14727.59481736,Tesla
619,RM PD,2019,September,09/01/2019,4351.54,85.1,26174,48642.4,false,,,,,-2.28006550000009,4349.2599345,Tesla
620,Solfocus,2019,September,09/01/2019,1914.66,259.7,3578,13884,false,,,,,880.2578967,2794.9178967,City
621,Solid Waste HHM,2019,September,09/01/2019,1230.52,29.8,3193,11814,false,,,,,-2.72105359999978,1227.7989464,City
622,EMSC and RM Library,2019,October,10/01/2019,18251.51,401,28755,184649,true,32885,39717,83292,155894,-1185.3310314,17066.1789686,Tesla
623,Fire Stn 212 PD,2019,October,10/01/2019,3539.44,75.1,13760,36253.376,false,,,,,-101.306659692001,3438.133340308,Tesla
624,Fire Stn 219,2019,October,10/01/2019,1244.15,29.9,916,12926,false,,,,,52.5487577000001,1296.6987577,City
625,Fire Stn 220,2019,October,10/01/2019,1601.25,37.3,2466,18389.256,false,,,,,145.523183948,1746.773183948,City
626,PD Fiesta Substn,2019,October,10/01/2019,2691.37,86.7,40871,36135,false,,,,,926.9308201,3618.3008201,Tesla
627,RM Multigen,2019,October,10/01/2019,9945.72,241.4,36488,101884.28,false,,,,,149.212223439999,10094.93222344,Tesla
628,RM PD,2019,October,10/01/2019,3211.17,74,23322,35803.392,false,,,,,181.971640136,3393.141640136,Tesla
629,Solfocus,2019,October,10/01/2019,1916.96,260.8,3795,14382,false,,,,,933.9016486,2850.8616486,City
630,Solid Waste HHM,2019,October,10/01/2019,1042.55,27.3,2611,9420,false,,,,,-1.74216750000005,1040.8078325,City
631,EMSC and RM Library,2019,November,11/01/2019,12430.57,353,18926,148656,true,20283,23978,85469,129730,-1646.0612503,10784.5087497,Tesla
632,Fire Stn 212 PD,2019,November,11/01/2019,2523.97,68.2,19515,29219,false,,,,,-136.63366715,2387.33633285,Tesla
633,Fire Stn 219,2019,November,11/01/2019,743.17,27,735,8601,false,,,,,49.8207274500002,792.99072745,City
634,Fire Stn 220,2019,November,11/01/2019,1089.47,33.9,1867,14211,false,,,,,95.121966425,1184.591966425,City
635,PD Fiesta Substn,2019,November,11/01/2019,1970.55,69.6,29707,29422,false,,,,,444.4589103,2415.0089103,Tesla
636,RM Multigen,2019,November,11/01/2019,7305.72,178.6,27477,90072,false,,,,,-390.980184949999,6914.73981505,Tesla
637,RM PD,2019,November,11/01/2019,2071.84,61.2,19070,25399,false,,,,,30.4426045999999,2102.2826046,Tesla
638,Solfocus,2019,November,11/01/2019,2429.01,263.6,1106,17508,false,,,,,242.027059,2671.037059,City
639,Solid Waste HHM,2019,November,11/01/2019,659.56,20.4,2817,7350,false,,,,,1.75483859999997,661.3148386,City
640,EMSC and RM Library,2019,December,12/01/2019,12941.62,363.4,16148,155394,true,21959,21326,95961,139246,-1887.8013795,11053.8186205,Tesla
641,Fire Stn 212 PD,2019,December,12/01/2019,2165.34,55.9,13885,25091,false,,,,,-143.735467075,2021.604532925,Tesla
642,Fire Stn 219,2019,December,12/01/2019,722.44,26.3,577,8210,false,,,,,38.7845677,761.2245677,City
643,Fire Stn 220,2019,December,12/01/2019,929.72,28.6,1346,11877,false,,,,,68.2417935499999,997.96179355,City
644,PD Fiesta Substn,2019,December,12/01/2019,1623.19,66.5,23575,26551,false,,,,,603.908669075001,2227.098669075,Tesla
645,RM Multigen,2019,December,12/01/2019,5844.48,200.6,19835,66261,false,,,,,70.0664648499997,5914.54646485,Tesla
646,RM PD,2019,December,12/01/2019,1900,52.2,12402,22838,false,,,,,-41.2965633499998,1858.70343665,Tesla
647,Solfocus,2019,December,12/01/2019,2190.45,269.1,0,10871,false,,,,,-5.0604137499995,2185.38958625,City
648,Solid Waste HHM,2019,December,12/01/2019,576.82,22,1721,5992,false,,,,,2.16246739999997,578.9824674,City
649,EMSC and RM Library,2020,January,01/01/2020,13104.16,346.3,18438,156987,true,23822,22526,92201,138549,-1925.9885794,11178.1714206,Tesla
650,Fire Stn 212 PD,2020,January,01/01/2020,2870.12,59.6,17979,34658,false,,,,,-303.119964,2567.000036,Tesla
651,Fire Stn 219,2020,January,01/01/2020,765.46,31.7,351,8118,false,,,,,22.8509739000001,788.3109739,City
652,Fire Stn 220,2020,January,01/01/2020,950.3,30.5,1540,12043,false,,,,,79.491000475,1029.791000475,City
653,PD Fiesta Substn,2020,January,01/01/2020,1846.57,66.7,27682,28818,false,,,,,501.520790025,2348.090790025,Tesla
654,RM Multigen,2020,January,01/01/2020,4310.16,135.4,24388,50480,false,,,,,7.75538584999958,4317.91538585,Tesla
655,RM PD,2020,January,01/01/2020,2247.46,62,14219,27023,false,,,,,-50.5018244000003,2196.9581756,Tesla
656,Solfocus,2020,January,01/01/2020,2242.22,262.4,0,11967,false,,,,,-5.16954775000022,2237.05045225,City
657,Solid Waste HHM,2020,January,01/01/2020,539.41,20.2,1561,5655,false,,,,,4.76124255000002,544.17124255,City
658,EMSC and RM Library,2020,February,02/01/2020,12252.78,349.2,23801,145111,true,20975,20023,80312,121310,-1594.60233785,10658.17766215,Tesla
659,Fire Stn 212 PD,2020,February,02/01/2020,2487.7,61.6,17774,29062,false,,,,,-188.9831437,2298.7168563,Tesla
660,Fire Stn 219,2020,February,02/01/2020,733.38,30.7,0,7399,false,,,,,-1.69921965000003,731.68078035,City
661,Fire Stn 220,2020,February,02/01/2020,867.45,30.2,1954,11305,false,,,,,120.09145155,987.54145155,City
662,PD Fiesta Substn,2020,February,02/01/2020,2212.75,72,33961,27737,false,,,,,143.3794399,2356.1294399,Tesla
663,RM Multigen,2020,February,02/01/2020,3968.36,125.8,31091,47536,false,,,,,78.6368666499993,4046.99686665,Tesla
664,RM PD,2020,February,02/01/2020,2023.64,58.6,16155,24514,false,,,,,0.684205450000036,2024.32420545,Tesla
665,Solfocus,2020,February,02/01/2020,2496.69,262,183,15809,false,,,,,35.20621175,2531.89621175,City
666,Solid Waste HHM,2020,February,02/01/2020,510.43,21.6,1960,5146,false,,,,,6.74289710000011,517.1728971,City
667,EMSC and RM Library,2020,March,03/01/2020,11007.06,287.5,30348,132060,true,16747,18039,66926,101712,-569.759282375,10437.300717625,Tesla
668,Fire Stn 212 PD,2020,March,03/01/2020,2404.49,58.9,23547,28523,false,,,,,-166.855375425,2237.634624575,Tesla
669,Fire Stn 219,2020,March,03/01/2020,711.46,24.2,0,7663,false,,,,,-1.63600585000006,709.82399415,City
670,Fire Stn 220,2020,March,03/01/2020,914.88,30.4,2239,12247,false,,,,,124.3611075,1039.2411075,City
671,PD Fiesta Substn,2020,March,03/01/2020,2384.31,61.3,38105,28343,false,,,,,-126.849064825,2257.460935175,Tesla
672,RM Multigen,2020,March,03/01/2020,4453.59,155,30264,51824,false,,,,,165.361221800001,4618.9512218,Tesla
673,RM PD,2020,March,03/01/2020,1806.18,48.1,19939,22931,false,,,,,7.43595447499979,1813.615954475,Tesla
674,Solfocus,2020,March,03/01/2020,1485.11,263.3,2971,10743,false,,,,,661.81378625,2146.92378625,City
675,Solid Waste HHM,2020,March,03/01/2020,435.53,20.3,2334,4240,false,,,,,10.0362172000001,445.5662172,City
676,EMSC and RM Library,2020,April,04/01/2020,12098.3,330.3,57019,142309,true,14953,18284,52053,85290,-603.575520875,11494.724479125,Tesla
677,Fire Stn 212 PD,2020,April,04/01/2020,2435.16,54.9,29573,26979,false,,,,,-327.003419225,2108.156580775,Tesla
678,Fire Stn 219,2020,April,04/01/2020,722.68,28,0,7486,false,,,,,-1.66732029999991,721.0126797,City
679,Fire Stn 220,2020,April,04/01/2020,1002.27,35.1,2778,13613,false,,,,,165.668652125,1167.938652125,City
680,PD Fiesta Substn,2020,April,04/01/2020,2988,77.5,47776,32615,false,,,,,-309.762218875,2678.237781125,Tesla
681,RM Multigen,2020,April,04/01/2020,3994.72,120.5,51185,51096,false,,,,,173.880496575,4168.600496575,Tesla
682,RM PD,2020,April,04/01/2020,1898.59,51.5,24614,24266,false,,,,,26.2641858249999,1924.854185825,Tesla
683,Solfocus,2020,April,04/01/2020,0,81.2,4208,3086,false,,,,,0,658.1552405,City
684,Solid Waste HHM,2020,April,04/01/2020,410.73,21.1,2612,3958,false,,,,,18.6747464999999,429.4047465,City
685,EMSC and RM Library,2020,May,05/01/2020,17438.7,364,54312,187178,true,22993,32597,77276,132866,-202.929209000002,17235.770791,Tesla
686,Fire Stn 212 PD,2020,May,05/01/2020,2933.09,74.5,35652,35455,false,,,,,447.0457135,3380.1357135,Tesla
687,Fire Stn 219,2020,May,05/01/2020,1182.13,30.4,0,10854,false,,,,,-2.72924179999995,1179.4007582,City
688,Fire Stn 220,2020,May,05/01/2020,1490.46,37.7,2660,16650,false,,,,,157.5339431,1647.9939431,City
689,PD Fiesta Substn,2020,May,05/01/2020,2503.97,90.4,52349,44724,false,,,,,1693.7858982,4197.7558982,Tesla
