Row ID,Site,Year,Month,Month Date,Usage Charges,kW,Solar Production,Total Building Energy Use kWh,Time of Use Plan Flag,On Peak kWh,Shoulder Peak kWh,Off Peak kWh,Total Net Billable,Solar Savings,SRP charges Without Solar,Owner
232,Solfocus,2015,November,11/01/2015,2332.33,266,3127,21481,false,,,,,692.28350405,3024.61350405,City
233,EMSC and RM Library,2015,December,12/01/2015,16543.03,455.5,27088,228618,true,28307,29935.5,136083,194325.5,-141.806506699999,16401.2234933,Tesla
234,Fire Stn 212 PD,2015,December,12/01/2015,2837.23,70,17653,32675,false,,,,,-179.48903375,2657.74096625,Tesla
235,Fire Stn 219,2015,December,12/01/2015,952.87,39,0,9380,false,,,,,-9.13320699999997,943.736793,City
236,Fire Stn 220,2015,December,12/01/2015,896.57,27,1193,10904,false,,,,,54.8497963,951.4197963,City
237,PD Fiesta Substn,2015,December,12/01/2015,2698.11,90,26019,36357,false,,,,,405.82538615,3103.93538615,Tesla
238,RM Multigen,2015,December,12/01/2015,5983.67,181,21819,46345,false,,,,,-1483.21840175,4500.45159825,Tesla
239,RM PD,2015,December,12/01/2015,2480.48,56,15702,30362,false,,,,,-120.8194861,2359.6605139,Tesla
240,Solfocus,2015,December,12/01/2015,1793.56,262,2265,12644,false,,,,,504.1993172,2297.7593172,City
241,EMSC and RM Library,2016,January,01/01/2016,16082.67,470,30270,220205,true,31243,30827,158135,220205,-1222.00709115,14860.66290885,Tesla
242,Fire Stn 212 PD,2016,January,01/01/2016,3056.29,74,15798,35303,false,,,,,-207.320847150001,2848.96915285,Tesla
243,Fire Stn 219,2016,January,01/01/2016,908.22,30,0,9536,false,,,,,-9.27814380000007,898.9418562,City
244,Fire Stn 220,2016,January,01/01/2016,820.8,23,1389,10623,false,,,,,65.9346913500001,886.73469135,City
245,PD Fiesta Substn,2016,January,01/01/2016,2419.22,83,27805,33928,false,,,,,467.0658411,2886.2858411,Tesla
246,RM Multigen,2016,January,01/01/2016,,170,24118,65552,false,,,,,0,5668.7295814,Tesla
247,RM PD,2016,January,01/01/2016,2565.65,64,13033,30577,false,,,,,-95.3284578500006,2470.32154215,Tesla
248,Solfocus,2016,January,01/01/2016,1707.98,270,2261,11100,false,,,,,504.79756,2212.77756,City
249,EMSC and RM Library,2016,February,02/01/2016,15308.78,431,38586,205618,true,27548,29270,148800,205618,-1478.5483419,13830.2316581,Tesla
250,Fire Stn 212 PD,2016,February,02/01/2016,2757.03,76,20098,31389,false,,,,,-94.3245684500002,2662.70543155,Tesla
251,Fire Stn 219,2016,February,02/01/2016,817.31,31,0,8210,false,,,,,-7.98848749999979,809.3215125,City
252,Fire Stn 220,2016,February,02/01/2016,790.77,26,1795,10068,false,,,,,103.1916156,893.9616156,City
253,PD Fiesta Substn,2016,February,02/01/2016,2353.92,84,35716,35716,false,,,,,641.152958199999,2995.0729582,Tesla
254,RM Multigen,2016,February,02/01/2016,,211,31388,71560,false,,,,,0,6500.3906475,Tesla
255,RM PD,2016,February,02/01/2016,1445.69,64,17040,29879,false,,,,,986.99751105,2432.68751105,Tesla
256,Solfocus,2016,February,02/01/2016,2547.44,274,2768,22646,false,,,,,609.0879673,3156.5279673,City
257,EMSC and RM Library,2016,March,03/01/2016,16955.09,465,50749,231031,true,31134,34757,165140,231031,-1494.65839695,15460.43160305,Tesla
258,Fire Stn 212 PD,2016,March,03/01/2016,2553.36,62,26141,30355,false,,,,,-119.77524175,2433.58475825,Tesla
259,Fire Stn 219,2016,March,03/01/2016,804.01,24,0,8702,false,,,,,-8.46615909999991,795.5438409,City
260,Fire Stn 220,2016,March,03/01/2016,837.79,26,2122,11037,false,,,,,108.41714015,946.20714015,City
261,PD Fiesta Substn,2016,March,03/01/2016,2719.91,73,43474,43474,false,,,,,557.230940799999,3277.1409408,Tesla
262,RM Multigen,2016,March,03/01/2016,,212,41220,84070,false,,,,,0,7187.2753025,Tesla
263,RM PD,2016,March,03/01/2016,1274.03,62,21932,32383,false,,,,,1268.89833285,2542.92833285,Tesla
264,Solfocus,2016,March,03/01/2016,2072.49,272,2821,17055,false,,,,,626.73460275,2699.22460275,City
265,EMSC and RM Library,2016,April,04/01/2016,16713.23,477,59156,227479,true,29561,34329,163589,227479,-1431.45021185,15281.77978815,Tesla
266,Fire Stn 212 PD,2016,April,04/01/2016,2638.01,65,29850,31616,false,,,,,-99.2851363000009,2538.7248637,Tesla
267,Fire Stn 219,2016,April,04/01/2016,907.13,33,0,9266,false,,,,,-9.01472630000001,898.1152737,City
268,Fire Stn 220,2016,April,04/01/2016,1007.38,36,2250,12629,false,,,,,148.49902955,1155.87902955,City
269,PD Fiesta Substn,2016,April,04/01/2016,2993.75,83,47649,47649,false,,,,,632.330312049999,3626.08031205,Tesla
270,RM Multigen,2016,April,04/01/2016,,213,48669,81099,false,,,,,0,7039.47165455,Tesla
271,RM PD,2016,April,04/01/2016,952.86,65,25381,31481,false,,,,,1578.58607545,2531.44607545,Tesla
272,Solfocus,2016,April,04/01/2016,2190.29,270,3308,19999,false,,,,,734.98643995,2925.27643995,City
273,EMSC and RM Library,2016,May,05/01/2016,22515.37,490,66496,250071,true,54786,77948,117337,250071,1030.01889875,23545.38889875,Tesla
274,Fire Stn 212 PD,2016,May,05/01/2016,3000.43,70,36179,36179,false,,,,,443.94003385,3444.37003385,Tesla
275,Fire Stn 219,2016,May,05/01/2016,1224.21,33,0,10561,false,,,,,-12.5391368500002,1211.67086315,City
276,Fire Stn 220,2016,May,05/01/2016,1693.11,39,2427,18468,false,,,,,133.8257642,1826.9357642,City
277,PD Fiesta Substn,2016,May,05/01/2016,2813.55,87,53091,53091,false,,,,,1971.32031665,4784.87031665,Tesla
278,RM Multigen,2016,May,05/01/2016,,221,55425,31951,false,,,,,0,4476.4259244,Tesla
279,RM PD,2016,May,05/01/2016,898.4,72,30735,34120,false,,,,,2448.638918,3347.038918,Tesla
280,Solfocus,2016,May,05/01/2016,2947.16,269,3730,23562,false,,,,,910.8890753,3858.0490753,City
281,EMSC and RM Library,2016,June,06/01/2016,27798.48,566,65894,300967,true,69016,95838,136113,300967,610.887698750004,28409.36769875,Tesla
282,Fire Stn 212 PD,2016,June,06/01/2016,3085.27,79,36703,36703,false,,,,,537.78145445,3623.05145445,Tesla
283,Fire Stn 219,2016,June,06/01/2016,1656.94,43,0,14546,false,,,,,-17.2879491000001,1639.6520509,City
284,Fire Stn 220,2016,June,06/01/2016,2073.87,47,2187,22143,false,,,,,114.05271045,2187.92271045,City
285,PD Fiesta Substn,2016,June,06/01/2016,3185.33,117,47371,47371,false,,,,,1724.79619865,4910.12619865,Tesla
286,RM Multigen,2016,June,06/01/2016,,221,52016,57508,false,,,,,0,6830.8371532,Tesla
287,RM PD,2016,June,06/01/2016,1652.14,84,29753,39786,false,,,,,2246.0487859,3898.1887859,Tesla
288,Solfocus,2016,June,06/01/2016,1328.05,266,3356,7348,false,,,,,836.0330987,2164.0830987,City
289,EMSC and RM Library,2016,July,07/01/2016,31306.98,564,65461,321736,true,71928,99943,149865,321736,3437.4945854,34744.4745854,Tesla
290,Fire Stn 212 PD,2016,July,07/01/2016,4604.12,87,35373,47224,false,,,,,608.433718600001,5212.5537186,Tesla
291,Fire Stn 219,2016,July,07/01/2016,2320.93,49,0,19012,false,,,,,65.7233488000006,2386.6533488,City
292,Fire Stn 220,2016,July,07/01/2016,2609.47,50,2201,25037,false,,,,,241.39370155,2850.86370155,City
293,PD Fiesta Substn,2016,July,07/01/2016,4528.12,118,48302,56985,false,,,,,2011.64892975,6539.76892975,Tesla
294,RM Multigen,2016,July,07/01/2016,,227,41441,86683,false,,,,,0,10865.26477945,Tesla
295,RM PD,2016,July,07/01/2016,5254.12,90,0,49301,false,,,,,170.441973149999,5424.56197315,Tesla
296,Solfocus,2016,July,07/01/2016,1643.52,267,3640,4572,false,,,,,969.3734091,2612.8934091,City
297,EMSC and RM Library,2016,August,08/01/2016,30420.3,562,60455,314374,true,69929,97847,146598,314374,3596.5300128,34016.8300128,Tesla
298,Fire Stn 212 PD,2016,August,08/01/2016,5266.85,97,29712,51489,false,,,,,456.217818349999,5723.06781835,Tesla
299,Fire Stn 219,2016,August,08/01/2016,2270.76,49,0,18299,false,,,,,63.2752678499992,2334.03526785,City
300,Fire Stn 220,2016,August,08/01/2016,2358.62,43,2165,23383,false,,,,,233.146068449999,2591.76606845,City
301,PD Fiesta Substn,2016,August,08/01/2016,4040.42,102,45824,52505,false,,,,,1855.50923375,5895.92923375,Tesla
302,RM Multigen,2016,August,08/01/2016,,245,45867,86700,false,,,,,0,11218.89633,Tesla
303,RM PD,2016,August,08/01/2016,2267.18,80,9451,50012,false,,,,,3014.0874678,5281.2674678,Tesla
304,Solfocus,2016,August,08/01/2016,3525.23,271,3254,19792,false,,,,,920.9607251,4446.1907251,City
305,EMSC and RM Library,2016,September,09/01/2016,25641.48,435,48939,278900,true,64345,88448,126107,278900,183.2486083,25824.7286083,Tesla
306,Fire Stn 212 PD,2016,September,09/01/2016,4582.65,89,29712,48766,false,,,,,-37.8532770999991,4544.7967229,Tesla
307,Fire Stn 219,2016,September,09/01/2016,1557.69,42,0,13511,false,,,,,-16.0614493500002,1541.62855065,City
308,Fire Stn 220,2016,September,09/01/2016,1987.69,43,1878,21500,false,,,,,94.9845550000002,2082.674555,City
309,PD Fiesta Substn,2016,September,09/01/2016,3015.64,88,38887,43074,false,,,,,1154.4138231,4170.0538231,Tesla
310,RM Multigen,2016,September,09/01/2016,11728.79,218,38411,87817,false,,,,,-2636.06796645,9092.72203355,Tesla
311,RM PD,2016,September,09/01/2016,2492.57,84,26265,44899,false,,,,,1727.70276185,4220.27276185,Tesla
312,Solfocus,2016,September,09/01/2016,2774.06,269,2769,19599,false,,,,,673.7714156,3447.8314156,City
313,EMSC and RM Library,2016,October,10/01/2016,23608.58,496,44020,251629,true,47697,61492,98173,207362,1592.66758525,25201.24758525,Tesla
314,Fire Stn 212 PD,2016,October,10/01/2016,4056.14,84,26629,42702,false,,,,,25.7368113000011,4081.8768113,Tesla
315,Fire Stn 219,2016,October,10/01/2016,1198.69,32,0,10364,false,,,,,-12.3342794,1186.3557206,City
316,Fire Stn 220,2016,October,10/01/2016,1790.37,39,2212,19516,false,,,,,102.5825854,1892.9525854,City
317,PD Fiesta Substn,2016,October,10/01/2016,2883.35,101,36675,40789,false,,,,,1353.18104535,4236.53104535,Tesla
318,RM Multigen,2016,October,10/01/2016,11202.66,212,34864,119639,false,,,,,-202.485287149999,11000.17471285,Tesla
319,RM PD,2016,October,10/01/2016,3602.64,80,21893,38696,false,,,,,162.1426924,3764.7826924,Tesla
320,Solfocus,2016,October,10/01/2016,2330.62,267,6646,24782,false,,,,,1643.2975733,3973.9175733,City
321,EMSC and RM Library,2016,November,11/01/2016,15178.63,455,33361,196419,true,25684,31554,105820,163058,-254.664053750001,14923.96594625,Tesla
322,Fire Stn 212 PD,2016,November,11/01/2016,3272.1,75,21912,37975,false,,,,,-2144.18,1127.92,Tesla
323,Fire Stn 219,2016,November,11/01/2016,822.87,29,0,8321,false,,,,,628.19,1451.06,City
324,Fire Stn 220,2016,November,11/01/2016,1153.41,34,1820,14360,false,,,,,71.0320489999997,1224.442049,City
325,PD Fiesta Substn,2016,November,11/01/2016,2158.99,73,30052,32032,false,,,,,-1145.07,1013.92,Tesla
326,RM Multigen,2016,November,11/01/2016,7850.73,188,26400,93332,false,,,,,-6862.22906445,988.50093555,Tesla
327,RM PD,2016,November,11/01/2016,3131.04,74,19602,37847,false,,,,,-1989.38337585,1141.65662415,Tesla
328,Solfocus,2016,November,11/01/2016,1828.82,269,6023,22988,false,,,,,1330.9410394,3159.7610394,City
329,EMSC and RM Library,2016,December,12/01/2016,15434.49,426,28264,205317,true,29022,31473,116558,177053,-337.35210265,15097.13789735,Tesla
330,Fire Stn 212 PD,2016,December,12/01/2016,2627.3,65,18158,30063,false,,,,,131.6847887,2758.9847887,Tesla
331,Fire Stn 219,2016,December,12/01/2016,864.67,27,0,9050,false,,,,,1387.66153155,2252.33153155,City
332,Fire Stn 220,2016,December,12/01/2016,993.48,31,1432,11877,false,,,,,692.10226905,1685.58226905,City
333,PD Fiesta Substn,2016,December,12/01/2016,2076.61,67,25111,29688,false,,,,,497.605615,2574.215615,Tesla
334,RM Multigen,2016,December,12/01/2016,7576.84,181,22071,90752,false,,,,,-6028.8571369,1547.9828631,Tesla
335,RM PD,2016,December,12/01/2016,2572.74,63,15871,30801,false,,,,,-312.4133087,2260.3266913,Tesla
336,Solfocus,2016,December,12/01/2016,899.83,269,5193,9377,false,,,,,330.74421065,1230.57421065,City
337,EMSC and RM Library,2017,January,01/01/2017,14665.52,436,26557,200616,true,26622,27954,119643,174219,-41.2232733000001,14624.2967267,Tesla
338,Fire Stn 212 PD,2017,January,01/01/2017,2772.94,72,14123,31560,false,,,,,-1827.7652776,945.1747224,Tesla
339,Fire Stn 219,2017,January,01/01/2017,965.48,34,0,9963,false,,,,,-135.76977665,829.71022335,City
340,Fire Stn 220,2017,January,01/01/2017,991.31,28,1350,12540,false,,,,,-63.8066390000001,927.503361,City
341,PD Fiesta Substn,2017,January,01/01/2017,2111.97,65,24442,30081,false,,,,,-979.40707995,1132.56292005,Tesla
342,RM Multigen,2017,January,01/01/2017,6764.88,166,21043,80920,false,,,,,-4617.8199627,2147.0600373,Tesla
343,RM PD,2017,January,01/01/2017,2495.56,57,12774,30163,false,,,,,-947.0092261,1548.5507739,Tesla
344,Solfocus,2017,January,01/01/2017,1556.03,268,4002,14230,false,,,,,-452.8360424,1103.1939576,City
345,EMSC and RM Library,2017,February,02/01/2017,13448.4,420,34265,175387,true,24133,26070,126420,176623,-1299.35167935,12149.04832065,Tesla
346,Fire Stn 212 PD,2017,February,02/01/2017,2718.4,75,17091,30633,false,,,,,-1622.24,1096.16,Tesla
347,Fire Stn 219,2017,February,02/01/2017,887.92,39,0,8481,false,,,,,1043.35,1931.27,City
348,Fire Stn 220,2017,February,02/01/2017,952.77,34,1768,11558,false,,,,,1301.13,2253.9,City
349,PD Fiesta Substn,2017,February,02/01/2017,1920.02,66,23342,27288,false,,,,,-936.685043,983.334957,Tesla
350,RM Multigen,2017,February,02/01/2017,5486.75,180,27743,62010,false,,,,,-4571.85,914.9,Tesla
351,RM PD,2017,February,02/01/2017,2248.6,60,13804,26647,false,,,,,-1160.55,1088.05,Tesla
352,Solfocus,2017,February,02/01/2017,1883.3,266,5454,22464,false,,,,,759.0666398,2642.3666398,City
353,EMSC and RM Library,2017,March,03/01/2017,15552.43,446,51734,208203,true,27941,31129,150687,209757,-1511.50159825,14040.92840175,Tesla
354,Fire Stn 212 PD,2017,March,03/01/2017,2704.61,73,24611,31394,false,,,,,134.79,2839.4,Tesla
355,Fire Stn 219,2017,March,03/01/2017,969.82,33,0,10107,false,,,,,1299.28,2269.1,City
356,Fire Stn 220,2017,March,03/01/2017,1099.43,35,2488,14192,false,,,,,420.7,1520.13,City
357,PD Fiesta Substn,2017,March,03/01/2017,2583.53,77,40592,40592,false,,,,,39.6499999999996,2623.18,Tesla
358,RM Multigen,2017,March,03/01/2017,6683.31,246,42121,75381,false,,,,,320.982519449999,7004.29251945,Tesla
359,RM PD,2017,March,03/01/2017,2299.4,56,19984,28509,false,,,,,-348.59,1950.81,Tesla
360,Solfocus,2017,March,03/01/2017,868.98,260,7686,16596,false,,,,,19.84,888.82,City
361,EMSC and RM Library,2017,April,04/01/2017,16558.58,462,63058,226353,true,25188,30799,107309,163296,857.598526449998,17416.17852645,Tesla
362,Fire Stn 212 PD,2017,April,04/01/2017,2626.35,66,31618,31618,false,,,,,-75.1336919,2551.2163081,Tesla
363,Fire Stn 219,2017,April,04/01/2017,813.79,33,0,7980,false,,,,,-8.63381500000003,805.156185,City
364,Fire Stn 220,2017,April,04/01/2017,1220.9,38,2674,15787,false,,,,,130.01597865,1350.91597865,City
365,PD Fiesta Substn,2017,April,04/01/2017,2682.87,85,41716,41716,false,,,,,648.0882687,3330.9582687,Tesla
366,RM Multigen,2017,April,04/01/2017,7240.5,206,51918,86469,false,,,,,1.82040254999993,7242.32040255,Tesla
367,RM PD,2017,April,04/01/2017,2568.94,65,27101,32631,false,,,,,24.5105679499998,2593.45056795,Tesla
368,Solfocus,2017,April,04/01/2017,1062.8,269,8047,19466,false,,,,,1814.9719333,2877.7719333,City
369,EMSC and RM Library,2017,May,05/01/2017,20567.9,516,67892,230060,true,31827,50108,80233,162168,3605.3638831,24173.2638831,Tesla
370,Fire Stn 212 PD,2017,May,05/01/2017,2924.09,71,35271,35271,false,,,,,479.26814365,3403.35814365,Tesla
371,Fire Stn 219,2017,May,05/01/2017,1039.55,30,968,8962,false,,,,,8.71717230000013,1048.2671723,City
372,Fire Stn 220,2017,May,05/01/2017,1616.17,44,2895,17236,false,,,,,214.0876534,1830.2576534,City
373,PD Fiesta Substn,2017,May,05/01/2017,3078.65,98,52172,52172,false,,,,,1826.3744018,4905.0244018,Tesla
374,RM Multigen,2017,May,05/01/2017,8821.52,233,57054,94654,false,,,,,944.674550100001,9766.1945501,Tesla
375,RM PD,2017,May,05/01/2017,2980.15,74,31168,36262,false,,,,,534.1920253,3514.3420253,Tesla
376,Solfocus,2017,May,05/01/2017,464.56,265,9807,14761,false,,,,,2461.6488034,2926.2088034,City
377,EMSC and RM Library,2017,June,06/01/2017,26778.07,574,70910,303685,true,47219,72292,113263,232774,3739.80419945,30517.87419945,Tesla
378,Fire Stn 212 PD,2017,June,06/01/2017,3096.02,78,36924,36924,false,,,,,524.7670506,3620.7870506,Tesla
379,Fire Stn 219,2017,June,06/01/2017,1668.2,45,991,15843,false,,,,,90.4940854499998,1758.69408545,City
380,Fire Stn 220,2017,June,06/01/2017,1988.14,49,2809,21556,false,,,,,195.1775114,2183.3175114,City
381,PD Fiesta Substn,2017,June,06/01/2017,3407.02,130,50222,50222,false,,,,,1893.1162393,5300.1362393,Tesla
382,RM Multigen,2017,June,06/01/2017,10365.62,233,56043,111199,false,,,,,442.796216849998,10808.41621685,Tesla
383,RM PD,2017,June,06/01/2017,3412.81,81,31450,40226,false,,,,,464.538101900001,3877.3481019,Tesla
384,Solfocus,2017,June,06/01/2017,79.43,263,8891,4918,false,,,,,1817.4951517,1896.9251517,City
385,EMSC and RM Library,2017,July,07/01/2017,31958.62,573,63203,318248,true,50767,77063,127215,255045,5470.4830378,37429.1030378,Tesla
386,Fire Stn 212 PD,2017,July,07/01/2017,4325.1,92,32434,43141,false,,,,,684.01836715,5009.11836715,Tesla
387,Fire Stn 219,2017,July,07/01/2017,2346.81,45,914,20708,false,,,,,86.6990152000003,2433.5090152,City
388,Fire Stn 220,2017,July,07/01/2017,2405.11,46,2501,22827,false,,,,,204.35379405,2609.46379405,City
389,PD Fiesta Substn,2017,July,07/01/2017,5084.7,113,46627,60965,false,,,,,1650.90307175,6735.60307175,Tesla
390,RM Multigen,2017,July,07/01/2017,13600.92,242,51540,127958,false,,,,,604.010905699999,14204.9309057,Tesla
391,RM PD,2017,July,07/01/2017,4841.53,94,31259,48713,false,,,,,617.944656950001,5459.47465695,Tesla
392,Solfocus,2017,July,07/01/2017,1022.61,268,7156,4823,false,,,,,1627.7331069,2650.3431069,City
393,EMSC and RM Library,2017,August,08/01/2017,31033.66,552,60584,310354,true,49792,75749,124247,249788,5390.73125269999,36424.3912527,Tesla
394,Fire Stn 212 PD,2017,August,08/01/2017,4305.75,83,30622,42873,false,,,,,507.40197195,4813.15197195,Tesla
395,Fire Stn 219,2017,August,08/01/2017,1980.92,40,903,17017,false,,,,,82.3175485499996,2063.23754855,City
396,Fire Stn 220,2017,August,08/01/2017,2461.96,45,2644,24019,false,,,,,215.89468985,2677.85468985,City
397,PD Fiesta Substn,2017,August,08/01/2017,4249.19,101,46221,54421,false,,,,,1768.55999015,6017.74999015,Tesla
398,RM Multigen,2017,August,08/01/2017,13858.87,270,49005,126531,false,,,,,788.892917649999,14647.76291765,Tesla
399,RM PD,2017,August,08/01/2017,4599.99,85,27309,46001,false,,,,,483.155583150001,5083.14558315,Tesla
400,Solfocus,2017,August,08/01/2017,1867.04,269,7655,21669,false,,,,,2785.9791707,4653.0191707,City
401,EMSC and RM Library,2017,September,09/01/2017,24104.77,546,53405,267183,true,45459,64242,104077,213778,2756.72526275,26861.49526275,Tesla
402,Fire Stn 212 PD,2017,September,09/01/2017,3846,84,28908,41563,false,,,,,164.12761345,4010.12761345,Tesla
403,Fire Stn 219,2017,September,09/01/2017,1577.29,41,912,15122,false,,,,,71.2424643000002,1648.5324643,City
404,Fire Stn 220,2017,September,09/01/2017,1994.52,47,1288,20660,false,,,,,99.9838689999997,2094.503869,City
405,PD Fiesta Substn,2017,September,09/01/2017,3019.91,102,42224,44071,false,,,,,1439.55045365,4459.46045365,Tesla
406,RM Multigen,2017,September,09/01/2017,10592.76,227,43421,111496,false,,,,,137.249842399999,10730.0098424,Tesla
407,RM PD,2017,September,09/01/2017,4283.56,85,26152,47563,false,,,,,120.712403449999,4404.27240345,Tesla
408,Solfocus,2017,September,09/01/2017,1855.17,270,6461,19925,false,,,,,1631.614305,3486.784305,City
409,EMSC and RM Library,2017,October,10/01/2017,20683.79,471,45368,222629,true,41636,51977,83648,177261,2115.01229675,22798.80229675,Tesla
410,Fire Stn 212 PD,2017,October,10/01/2017,3153.47,73,28854,35352,false,,,,,-1079.17,2074.3,Tesla
411,Fire Stn 219,2017,October,10/01/2017,1086.71,27,880,10834,false,,,,,1269.74,2356.45,City
412,Fire Stn 220,2017,October,10/01/2017,1798.38,40,0,18036,false,,,,,-72.4200000000001,1725.96,City
413,PD Fiesta Substn,2017,October,10/01/2017,2482.23,78,37667,37895,false,,,,,-534.57,1947.66,Tesla
414,RM Multigen,2017,October,10/01/2017,10108.59,214,37012,105614,false,,,,,-9271.26,837.33,Tesla
415,RM PD,2017,October,10/01/2017,3459.37,85,23811,37749,false,,,,,-2213.57,1245.8,Tesla
416,Solfocus,2017,October,10/01/2017,2054.31,266,7492,24580,false,,,,,-1217.01,837.3,City
417,EMSC and RM Library,2017,November,11/01/2017,13582.7,398,30203,173424,true,23461,28453,29409,81323,2258.1844051,15840.8844051,Tesla
418,Fire Stn 212 PD,2017,November,11/01/2017,2771.76,71.2,19984,31638,false,,,,,-1998.98,772.78,Tesla
419,Fire Stn 219,2017,November,11/01/2017,756.41,28.3,707,8194,false,,,,,-50.14,706.27,City
420,Fire Stn 220,2017,November,11/01/2017,1215.75,33.7,0,13718,false,,,,,-386.7,829.05,City
421,PD Fiesta Substn,2017,November,11/01/2017,2027.26,69.4,25573,29106,false,,,,,-1014.46,1012.8,Tesla
422,RM Multigen,2017,November,11/01/2017,7433.72,184.3,24369,87069,false,,,,,-5390.85,2042.87,Tesla
423,RM PD,2017,November,11/01/2017,2783.9,76.2,17534,32723,false,,,,,-1133.22,1650.68,Tesla
424,Solfocus,2017,November,11/01/2017,1977.66,268,3729,18462,false,,,,,-1018.98,958.68,City
425,EMSC and RM Library,2017,December,12/01/2017,14154.73,404,26523,184250,true,27467,29409,24295,81171,2834.2420572,16988.9720572,Tesla
426,Fire Stn 212 PD,2017,December,12/01/2017,2398.37,59.5,14192,27323,false,,,,,-1537.7212799,860.6487201,Tesla
427,Fire Stn 219,2017,December,12/01/2017,781.74,28.3,604,8431,false,,,,,9.26999999999998,791.01,City
428,Fire Stn 220,2017,December,12/01/2017,1144.97,32,0,12809,false,,,,,112.01,1256.98,City
429,PD Fiesta Substn,2017,December,12/01/2017,1954.5,64.2,24511,28162,false,,,,,-990.55,963.95,Tesla
430,RM Multigen,2017,December,12/01/2017,7687.15,244,21424,63498,false,,,,,-6937.12,750.03,Tesla
431,RM PD,2017,December,12/01/2017,2366.9,56,12619,28209,false,,,,,-1596.66,770.24,Tesla
432,Solfocus,2017,December,12/01/2017,1269.08,263,3037,8203,false,,,,,930.76,2199.84,City
433,EMSC and RM Library,2018,January,01/01/2018,12757.65,422.8,29948,168162,true,23327,24295,90592,138214,260.601035099999,13018.2510351,Tesla
434,Fire Stn 212 PD,2018,January,01/01/2018,2631.83,62.6,15958,30290,false,,,,,-35.27,2596.56,Tesla
435,Fire Stn 219,2018,January,01/01/2018,746.8,25.6,630,8214,false,,,,,1746.68,2493.48,City
436,Fire Stn 220,2018,January,01/01/2018,1088.66,31.7,0,11893,false,,,,,667.92,1756.58,City
437,PD Fiesta Substn,2018,January,01/01/2018,1826.62,62.1,27914,27914,false,,,,,41.99,1868.61,Tesla
438,RM Multigen,2018,January,01/01/2018,7101.69,215,24450,79899,false,,,,,-6294.36,807.33,Tesla
439,RM PD,2018,January,01/01/2018,2451.17,63,14444,29004,false,,,,,-1015.42,1435.75,Tesla
440,Solfocus,2018,January,01/01/2018,1365.37,270.3,4036,11736,false,,,,,-558.51,806.86,City
441,Solid Waste HHM,2018,January,01/01/2018,314.37,16,,2640,false,,,,,638.5,952.87,City
442,EMSC and RM Library,2018,February,02/01/2018,12339.98,379,34073,159770,true,23095,24019,78583,125697,255.222654000001,12595.202654,Tesla
443,Fire Stn 212 PD,2018,February,02/01/2018,2280.03,63,18582,26007,false,,,,,-1068.35913685,1211.67086315,Tesla
444,Fire Stn 219,2018,February,02/01/2018,657,25.2,676,7087,false,,,,,241.1152737,898.1152737,City
445,Fire Stn 220,2018,February,02/01/2018,989.1,33.6,0,10169,false,,,,,-193.5561591,795.5438409,City
446,PD Fiesta Substn,2018,February,02/01/2018,1958,65.7,30024,25796,false,,,,,-318.3479491,1639.6520509,Tesla
447,RM Multigen,2018,February,02/01/2018,6617.73,175.2,27461,77074,false,,,,,-4346.97,2270.76,Tesla
448,RM PD,2018,February,02/01/2018,2065.23,60.3,16277,24561,false,,,,,255.7,2320.93,Tesla
449,Solfocus,2018,February,02/01/2018,2523.38,268.3,3720,25056,false,,,,,-1615.16,908.22,City
450,Solid Waste HHM,2018,February,02/01/2018,316.88,17.2,,2600,false,,,,,-5.637653,311.242347,City
451,EMSC and RM Library,2018,March,03/01/2018,15133.71,369.9,50595,182247,true,24861,27123,79668,131652,-735.31956715,14398.39043285,Tesla
452,Fire Stn 212 PD,2018,March,03/01/2018,2396.35,59,22582,28082,false,,,,,-122.4693006,2273.8806994,Tesla
453,Fire Stn 219,2018,March,03/01/2018,764.56,30.8,906,8293,false,,,,,49.5151722500001,814.07517225,City
454,Fire Stn 220,2018,March,03/01/2018,951.18,26.1,0,10678,false,,,,,-86.51,864.67,City
455,PD Fiesta Substn,2018,March,03/01/2018,2688.95,64.4,43670,31347,false,,,,,-172.15896215,2516.79103785,Tesla
456,RM Multigen,2018,March,03/01/2018,7205,167,40541,87149,false,,,,,-408.976880949999,6796.02311905,Tesla
457,RM PD,2018,March,03/01/2018,2003.98,57,19150,24580,false,,,,,56.3163194999997,2060.2963195,Tesla
458,Solfocus,2018,March,03/01/2018,1714.1,269.7,4807,18162,false,,,,,1062.6479926,2776.7479926,City
459,Solid Waste HHM,2018,March,03/01/2018,278.74,16.8,,2160,false,,,,,-4.65820899999994,274.081791,City
460,EMSC and RM Library,2018,April,04/01/2018,14979.97,416.3,61356,193487,true,21595,27913,82623,132131,463.061879350002,15443.03187935,Tesla
461,Fire Stn 212 PD,2018,April,04/01/2018,2514.64,68.5,29908,29318,false,,,,,-56.4736506499999,2458.16634935,Tesla
462,Fire Stn 219,2018,April,04/01/2018,748.66,29.6,927,8201,false,,,,,51.28871525,799.94871525,City
463,Fire Stn 220,2018,April,04/01/2018,1213.66,34.6,0,13482,false,,,,,-29.1268668000002,1184.5331332,City
464,PD Fiesta Substn,2018,April,04/01/2018,2834.82,79.2,45047,34921,false,,,,,57.9476525499999,2892.76765255,Tesla
465,RM Multigen,2018,April,04/01/2018,7847.75,216,50216,92791,false,,,,,-140.73053455,7707.01946545,Tesla
